"","V1","V2","V3"
"6265","PUBLIC SERVICE ENTERPRISE GROUP ORPORATED","PUBLIC SERVICE ENTERPRISE GROUP ORPORATED","0"
"6266","PUBLIC SERVICE ENTERPRISE GROUP, ","PUBLIC SERVICE ENTERPRISE GROUP, ","0"
"6267","PUBLIC WORKS COMMISSION OF THE CITY OF FAYETTEVILLE","THE CITY OF FARGO","40"
"6268","PUGET SOUND ENERGY","DEVON ENERGY","10"
"6269","PUGET SOUND ENERGY, ","DEVON ENERGY ","11"
"6270","PUGET SOUND SOUND","GEVO ","14"
"6271","PURSUE ENERGY ","PARSLEY ENERGY ","5"
"6272","PUTNAM COUNTY BOCC","SUMMIT COUNTY","13"
"6273","PUTNAM COUNY BOCC","TAMO US ","13"
"6274","QEP FIELD SERVICES ","QEP RESOURCES ","11"
"6275","QEP MIDSTREAM PARTNERS, ","DCP MIDSTREAM PARTNERS, ","4"
"6276","QEP RESOURCES ","QEP RESOURCES ","0"
"6277","QEP RESOURCES ","QEP RESOURCES ","0"
"6278","QEP RESOURCES","QEP RESOURCES","0"
"6279","QORVO ","QORVO ","0"
"6280","QUAD COUNTY CORN PROCESSORS","DOMINION RESOURCES","21"
"6281","QUAD COUNTY ENVIRONMENTAL SOLUTIONS","GFL ENVIRONMENTAL ","23"
"6282","QUAD/GRAPHICS ","UGI ","10"
"6283","QUAD/GRAPHICS, ","UGI ","11"
"6284","QUALCOMM ","QUALCOMM ","0"
"6285","QUALCOMM ","QUALCOMM ","0"
"6286","QUESTAR ","QUESTAR ","0"
"6287","QUICKSILVER RESOURCES ","SILVERBOW RESOURCES ","8"
"6288","QORVO, ","QORVO, ","0"
"6289","QUAD COUNTY CORN PROCESSORS","DOMINION RESOURCES","21"
"6290","QUAD COUNTY ENVIRONMENTAL SOLUTIONS","GFL ENVIRONMENTAL ","23"
"6291","QUAD/GRAPHICS","UAMPS","10"
"6292","QUALCOMM ORPORATED","QUALCOMM ORPORATED","0"
"6293","QUANEX BUILDING PRODUCTS","QUANEX BUILDING PRODUCTS","0"
"6294","QUANTUM UTILITY GENERATION","SEMPRA GENERATION","19"
"6295","QUESTAR ","QUESTAR ","0"
"6296","QUESTAR OVERTHRUST PIPELINE","SUPERIOR PIPELINE ","17"
"6297","QUICKSILVER RESOURCES .","SILVERBOW RESOURCES ","9"
"6298","QUICKSILVER RESOURCES","SILVERBOW RESOURCES ","9"
"6299","QUIKRETE","UNIT ","7"
"6300","R B PAMPLIN ","PPL ","8"
"6301","R F MICRO DEVICES","FMC ","13"
"6302","R F MICRO DEVICES","FMC ","13"
"6303","R LACY SERVICES ","TERVES ","11"
"6304","RACER TRUST","ROCHE ","9"
"6305","RALEIGH COUNTY SOLID WASTE AUTHORITY","TUCKER COUNTY SOLID WASTE AUTHORITY","11"
"6306","RAMACO RESOURCES ","SAMSON RESOURCES ","6"
"6307","RANDOH COUTY","RHEA COUNTYN","8"
"6308","RANGE RESOURCES ","AGL RESOURCES ","4"
"6309","RAYBURN COUNTY ELECTRIC COOP","ESO ELECTRIC CO","17"
"6310","RAYONIER ADVANCED MATERIALS ","EAGLE MATERIALS ","16"
"6311","RAYONIER ","BAYER ","5"
"6312","RAYTHEON TECHNOLOGIES ","TETRA TECHNOLOGIES ","9"
"6313","RC LONESTAR ","ARCOSA ","7"
"6314","RC LONESTAR","LONZA","8"
"6315","RC LONESTAR ","ARCOSA ","7"
"6316","RC LONESTAR .","ARCOSA ","8"
"6317","RC LONESTAR DBA BUZZI UNICEM USA","BUZZI UNICEM USA ","17"
"6318","RCM MORGANTOWN POWER ","TIVERTON POWER","15"
"6319","RCM MORGANTOWN POWER, ","TIVERTON POWER","16"
"6320","RCM MORGANTOWN POWER, ","TIVERTON POWER","16"
"6321","RCM SELKIRK.P.","GREIF .","13"
"6322","RCM SELKIRK.P. (THE MCNAIR GROUP)","THE NEWARK GROUP","23"
"6323","RDO FROZEN CO","KRATON CO","10"
"6324","RDO FROZEN ","DOW ","9"
"6325","READING HEALTH SYSTEM","SAINT FRANCIS HEALTH SYSTEM","14"
"6326","REAL ALLOY ","REX COAL ","8"
"6327","REALY ALLOY ","REX COAL ","9"
"6328","REC SILICON","EXELON","9"
"6329","REC SILICON ","PEPSICO ","8"
"6330","REC SILICON ","PEPSICO ","8"
"6331","REC SILICON ","PEPSICO ","8"
"6332","RECEIVER GBB ON BEHALF OF GSWA","CHEVRON ","24"
"6333","RECOIL RESOURCES OPERATING ","ROSETTA RESOURCES OPERATING ","9"
"6334","RECOLOGY","OXY","7"
"6335","RECOLOGY ","REX COAL ","6"
"6336","RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA","UNIVERSITY OF VIRGINIA","25"
"6337","RED APPLE GROUP ","FPL GROUP ","8"
"6338","RED RIVER ENERGY","DTE ENERGY","8"
"6339","REEDY CREEK IMPROVEMENT DISTRICT","TURLOCK IRRIGATION DISTRICT","25"
"6340","REGENCY ENERGY PARTNERS ","NGL ENERGY PARTNERS ","8"
"6341","REGION 2000 SERVICES AUTHORITY","SACRAMENTO POWER AUTHORITY","24"
"6342","REM","GE","3"
"6343","REMC ASSETS, ","SEMGAS, ","9"
"6344","RENEWABLE ENERGY GROUP ","WEC ENERGY GROUP","9"
"6345","RENO COUNTY KANSAS","SEWARD COUNTY KANSAS","8"
"6346","RENTECH ","SHINTECH ","5"
"6347","RENTECH NITROGEN PARTNERS ","OCI PARTNERS ","15"
"6348","RENTECH NITROGEN PARTNERS, ","RISE ENERGY PARTNERS, ","15"
"6349","REPUBLIC PAPERBOARD CO","SEABOARD ","15"
"6350","REPUBLIC SERVICES ","TERVES ","13"
"6351","REPUBLIC SERVICES, ","PEPSICO, ","14"
"6352","REPUBLIC SILVER STATE DISPOSAL ","RIESEL ","24"
"6353","REPUBLIC STEEL","US STEEL ","9"
"6354","RESERVE GROUP MANAGEMENT CO","ARES MANAGEMENT ","13"
"6355","RESOLUTE ENERGY ","DTE ENERGY ","7"
"6356","RESOLUTE FOREST PRODUCTS ","ROSEBURG FOREST PRODUCTS","11"
"6357","RESOLUTE FP US ","DELEK US ","10"
"6358","REVERE COPPER PRODUCTS ","REVERE COPPER PRODUCTS","1"
"6359","REX AMERICAN RESOURCES","REX AMERICAN RESOURCES","0"
"6360","REX AMERICAN RESOURCES ","REX AMERICAN RESOURCES","1"
"6361","REX COAL CO","REX COAL ","2"
"6362","REX ENERGY OPERATING ","REX ENERGY OPERATING ","0"
"6363","REXNORD ","NUCOR ","6"
"6364","REYNOLDS AMERICAN ","REYNOLDS AMERICAN .","1"
"6365","REYNOLDS CONSUMER PRODUCTS  ","REYNOLDS GROUP  ","16"
"6366","REYNOLDS CONSUMER PRODUCTS ","SONOCO PRODUCTS ","15"
"6367","REYNOLDS GROUP  ","REYNOLDS GROUP  ","0"
"6368","REYNOLDS GROUP , ","REYNOLDS GROUP  ","1"
"6369","RHEA COUNTY TENNESSEE","RHEA COUNTYN","9"
"6370","RHEA COUNTY TN","RHEA COUNTYN","2"
"6371","RHINO RESOURCES ","ARCH RESOURCES ","5"
"6372","RHODE ISLAND RESOURCE RECOVERY ","RHODE ISLAND RESOURCE RECOVERY ","0"
"6373","RHODE ISLAND STATE ENERGY CENTER ","RHODE ISLAND STATE ENERGY CENTER, ","1"
"6374","RHODIA ","RHODIA .","1"
"6375","RI  DEVEENT ","RI-. DEVEENT, ","4"
"6376","RI- DEVEENT  DBA GILBERTON POWER CO","TIVERTON POWER","23"
"6377","RI- DEVEENT  DBA GILBERTON POWER CO","TIVERTON POWER","23"
"6378","RICE COUNTY","RICE COUNTY","0"
"6379","RICE COUNTY MINNESOTA","RICE COUNTY","10"
"6380","RICE ENERGY ","SRC ENERGY ","3"
"6381","RICE UNIVERSITY","SYRACUSE UNIVERSITY","6"
"6382","RICELAND FOODS ","RICELAND FOODS","1"
"6383","RICHMOND SANITARY DISTRICT","RICHMOND SANITARY DISTRICT","0"
"6384","RIM OPERATING, ","TXI OPERATIONS ","8"
"6385","RIMROCK OIL & GAS ","RIMROCK OIL & GAS ","0"
"6386","RON ","KRATON ","3"
"6387","RING ENERGY ","RING ENERGY, ","1"
"6388","RING-NECK ENERGY & FEED","RING ENERGY, ","12"
"6389","RIO TINTO AMERICA ","RIO TINTO AMERICA  .","2"
"6390","RIVANNA SOLID WASTE AUTHORITY","RIVANNA SOLID WASTE AUTHORITY","0"
"6391","RIVER BIRCH ","RIVER BIRCH .","1"
"6392","RIVERBAY -CO-OP CITY","RIVERBAY -CO-OP CITY","0"
"6393","RIVIANA FOODS ","RICELAND FOODS","8"
"6394","RKI","","3"
"6395","RLC INDUSTRIES CO","TC INDUSTRIES ","5"
"6396","ROAN RESOURCES ","EOG RESOURCES ","5"
"6397","ROANOKE VALLEY RESOURCE AUTHORITY","ROANOKE VALLEY RESOURCE AUTHORITY","0"
"6398","ROBERTSON-FINLEY RESOURCES ","EOG RESOURCES ","15"
"6399","ROBESON COUNTY","ROBESON COUNTY","0"
"6400","ROBESON COUNTY NORTH CAROLINA","ROWAN COUNTYORTH CAROLINA","8"
"6401","ROCHDALE VILLAGE ","ROCHDALE VILLAGE .","1"
"6402","ROCHE  ","ROCHE ","1"
"6403","ROCHESTER DISTRICT HEATING COOPERATIVE","ROCHESTER DISTRICT HEATING COOPERATIVE","0"
"6404","ROCHESTER PUBLIC UTILITIES","ROCHESTER PUBLIC UTILITIES","0"
"6405","ROCK ENERGY COOPERATIVE","ROCK ENERGY COOPERATIVE","0"
"6406","ROCK RIVER ENVIRONMENTAL SERVICES","ROCK RIVER ENVIRONMENTAL SERVICES","0"
"6407","ROCK-TENN CO","ROCK-TENN ","2"
"6408","ROCK-TENN ","ROCK-TENN ","0"
"6409","ROCKBRIDGE COUNTY","ROCKBRIDGE COUNTY","0"
"6410","ROCKINGHAM COUNTY NC","ROCKINGHAM COUNTY","3"
"6411","ROCKINGHAM COUNTY NORTH CAROLINA","ROWAN COUNTYORTH CAROLINA","11"
"6412","ROCKINGHAM COUNTY VA","ROCKINGHAM COUNTY","3"
"6413","ROCKINGHAM COUNTY VIRGINIA","ROCKINGHAM COUNTYIRGINIA","2"
"6414","ROCKLAND POWER PARTNERS II ","ROCKLAND POWER PARTNERS II, ","1"
"6415","ROCKPOINT GAS STORAGE PARTNERS ","ROCKPOINT GAS STORAGE PARTNERS ","0"
"6416","ROGUE VALLEY PROPERTIES ","ROGUE VALLEY PROPERTIES","1"
"6417","ROGUE VALLEY PROPERTIES, ","ROGUE VALLEY PROPERTIES","2"
"6418","ROLLS-ROYCE NA  ","ROCHE ","12"
"6419","ROLLS-ROYCE NORTH AMERICA (USA)  CO","ROLLS-ROYCE NORTH AMERICA ","9"
"6420","ROLLS-ROYCE NORTH AMERICA  ","ROLLS-ROYCE NORTH AMERICA ","1"
"6421","ROLLS-ROYCE PLC","ROCHE ","11"
"6422","ROME-FLOYD COUNTY SOLID WASTE COMMISSION","ROME-FLOYD COUNTY SOLID WASTE COMMISSION","0"
"6423","ROQUETTE AMERICA ","ROQUETTE AMERICA","1"
"6424","ROQUETTE AMERICA, ","ROQUETTE AMERICA","2"
"6425","ROSE CAPITAL INVESTMENT ","PROSPECT CAPITAL ","15"
"6426","ROSEBUD MINING CO","ROSEBUD MINING ","2"
"6427","ROSEBURG FOREST PRODUCTS","ROSEBURG FOREST PRODUCTS","0"
"6428","ROSEHILL RESOURCES","ROSEHILL RESOURCES","0"
"6429","ROSEMORE ","CREE ","6"
"6430","ROSETTA RESOURCES OPERATING ","ROSETTA RESOURCES OPERATING ","0"
"6431","ROSEVILLE ELECTRIC","ROSEVILLE ELECTRIC","0"
"6432","ROSEWOOD RESOURCES ","ROSEWOOD RESOURCES ","0"
"6433","ROSEWOOD RESOURCES, ","ROSEWOOD RESOURCES ","1"
"6434","ROUSSELOT ","ROUSSELOT","1"
"6435","ROWAN COUNTY NORTH CAROLINA","ROWAN COUNTYORTH CAROLINA","2"
"6436","ROWAN UNIVERSITY","ROWAN UNIVERSITY","0"
"6437","ROXUL USA ","ROXUL USA","1"
"6438","RS CO GEN","HARSCO ","6"
"6439","RS COGEN","GE","6"
"6440","RS CO GEN","HARSCO ","6"
"6441","RSI","","3"
"6442","RSI`","","4"
"6443","RSR ","SF  ","4"
"6444","RSR NORTH AMERICA ","SAPPI NORTH AMERICA ","6"
"6445","RSR NORTH AMERICA ","SAPPI NORTH AMERICA ","6"
"6446","RUMBOLD & KUHN ","RUMBOLD & KUHN","1"
"6447","RUMPKE CONSOLIDATED COS ","RUMPKE CONSOLIDATED COMPANIES .","7"
"6448","RUTGERS THE STATE UNIVERSITY OF NEW JERSEY","RUTGERS THE STATE UNIVERSITY OF NEW JERSEY","0"
"6449","RUTGERSHE STATE UNIVERSITY OF NEW JERSEY","RUTGERSHE STATE UNIVERSITY OF NEW JERSEY","0"
"6450","RYOBI DIE CASTING (USA) ","RYOBI DIE CASTING (USA), ","1"
"6451","RAL ","IDA ","4"
"6452","RALEIGH COUNTY SOLID WASTE AUTHORITY","TUCKER COUNTY SOLID WASTE AUTHORITY","11"
"6453","RANDOH COUNTY","RHEA COUNTYN","7"
"6454","RANDOH COUTY","RHEA COUNTYN","8"
"6455","RAVEN POWER ","TIVERTON POWER","8"
"6456","RAYBURN COUNTY ELECTRIC COOP","ESO ELECTRIC CO","17"
"6457","RAYONIER ADVANCED MATERIALS ","EAGLE MATERIALS ","16"
"6458","RAYONIER, ","BAYER ","6"
"6459","REENERGY ","ENTERGY ","3"
"6460","READING HEALTH SYSTEM","SAINT FRANCIS HEALTH SYSTEM","14"
"6461","RECEIVER GBB ON BEHALF OF GSWA","CHEVRON ","24"
"6462","RECOIL RESOURCES OPERATING, ","ROSETTA RESOURCES OPERATING ","10"
"6463","RECOLOGY","OXY","7"
"6464","RED RIVER ENERGY","DTE ENERGY","8"
"6465","REEDY CREEK IMPROVEMENT DISTRICT","TURLOCK IRRIGATION DISTRICT","25"
"6466","REGENCY ENERGY PARTNERS ","NGL ENERGY PARTNERS ","8"
"6467","REGENTS OF THE UNIVERSITY OF CALIFORNIA","UNIVERSITY OF CALIFORNIA","15"
"6468","REGENTSNIVERSITY OF CALIFORNIA","UNIVERSITY OF CALIFORNIA","8"
"6469","REGION 2000 SERVICES AUTHORITY","SACRAMENTO POWER AUTHORITY","24"
"6470","RENESAS ELECTRONICS AMERICA ","SAMSUNG ELECTRONICS AMERICA ","8"
"6471","RENEWABLE ENERGY GROUP","WEC ENERGY GROUP","8"
"6472","RENO COUNTY","RICE COUNTY","4"
"6473","RENO COUNTYANSAS","RHEA COUNTYN","8"
"6474","RENTECH NITROGEN PARTNERS.P.","MARKWEST ENERGY PARTNERS.P.","17"
"6475","RENTECH","ENTERGY","6"
"6476","REPUBLIC FINANCIAL .","GREIF .","15"
"6477","REPUBLIC INDUSTRIES","TC INDUSTRIES","8"
"6478","REPUBLIC PAPERBOARD CO","SEABOARD ","15"
"6479","REPUBLIC SERVICE .","BOISE .","13"
"6480","REPUBLIC SERVICE","GREIF ","14"
"6481","REPUBLIC SERVICES","QEP RESOURCES","14"
"6482","REPUBLIC SERVICES .","TERVES ","14"
"6483","REPUBLIC SERVICES, ","PEPSICO, ","14"
"6484","REPUBLIC SERVICES","QEP RESOURCES","14"
"6485","REPUBLIC SERVICS","GREIF ","14"
"6486","REPUBLIC STEEL","US STEEL ","9"
"6487","RESER'S FINE FOODS, ","TREEHOUSE FOODS ","12"
"6488","RESOLUTE ENERGY ","DTE ENERGY ","7"
"6489","RESOLUTE FP US .","DELEK US ","11"
"6490","RESOLUTE FOREST PRODUCTS","ROSEBURG FOREST PRODUCTS","10"
"6491","RESOLUTE FOREST PRODUCTS ","ROSEBURG FOREST PRODUCTS","11"
"6492","RESOLUTE FOREST PRODUCTS .","ROSEBURG FOREST PRODUCTS","12"
"6493","RESOLUTE NATURAL RESOURCES CO","PIONEER NATURAL RESOURCES CO","11"
"6494","RESOLUTE NATURAL RESOURCES ","TEAL NATURAL RESOURCES","9"
"6495","REVERE COPPER PRODUCTS","REVERE COPPER PRODUCTS","0"
"6496","REX AMERICAN RESOURCES","REX AMERICAN RESOURCES","0"
"6497","REX COAL ","REX COAL ","0"
"6498","REX ENERGY OPERATING ","REX ENERGY OPERATING ","0"
"6499","REYNOLDS AMERICAN .","REYNOLDS AMERICAN .","0"
"6500","REYNOLDS GROUP  ","REYNOLDS GROUP  ","0"
"6501","REYNOLDS GROUP  .","REYNOLDS GROUP  .","0"
"6502","REYNOLDS GROUP ","REYNOLDS GROUP ","0"
"6503","RHEA COUNTYN","RHEA COUNTYN","0"
"6504","RHODE ISLAND RESOURCE RECOVERY ","RHODE ISLAND RESOURCE RECOVERY ","0"
"6505","RHODE ISLAND STATE ENERGY CENTER, ","RHODE ISLAND STATE ENERGY CENTER, ","0"
"6506","RHODIA .","RHODIA .","0"
"6507","RHODIA .EMBER OF THE SOLVAY GROUP","RHODIA .EMBER OF THE SOLVAY GROUP","0"
"6508","RHODIA","RHODIA","0"
"6509","RI-. DEVEENT, ","RI-. DEVEENT, ","0"
"6510","RICE COUNTY","RICE COUNTY","0"
"6511","RICELAND FOODS","RICELAND FOODS","0"
"6512","RICHFIELD LANDFILL ","RICHFIELD LANDFILL ","0"
"6513","RICHFIELD LANDFILL .","RICHFIELD LANDFILL .","0"
"6514","RICHMOND SANITARY DISTRICT","RICHMOND SANITARY DISTRICT","0"
"6515","RICOCHET ENERGY","RICOCHET ENERGY","0"
"6516","RIESEL ","RIESEL ","0"
"6517","RIMROCK OIL & GAS ","RIMROCK OIL & GAS ","0"
"6518","RING ENERGY, ","RING ENERGY, ","0"
"6519","RIO BRAVO JASMIN","RIO BRAVO JASMIN","0"
"6520","RIO BRAVO POSO","RIO BRAVO POSO","0"
"6521","RIO GRANDE EXPLORATION & PRODUCTION","RIO GRANDE EXPLORATION & PRODUCTION","0"
"6522","RIO TINTO AMERICA  .","RIO TINTO AMERICA  .","0"
"6523","RIO TINTO MINERALS","RIO TINTO MINERALS","0"
"6524","RISE ENERGY PARTNERS, ","RISE ENERGY PARTNERS, ","0"
"6525","RIVANNA SOLID WASTE AUTHORITY","RIVANNA SOLID WASTE AUTHORITY","0"
"6526","RIVER BIRCH .","RIVER BIRCH .","0"
"6527","RIVERBAY CO-OP CITY","RIVERBAY CO-OP CITY","0"
"6528","RIVERBAY -CO-OP CITY","RIVERBAY -CO-OP CITY","0"
"6529","RIVERSIDE COUNTY","RIVERSIDE COUNTY","0"
"6530","RIVERSIDE ENERGY ","RIVERSIDE ENERGY ","0"
"6531","ROANOKE VALLEY RESOURCE AUTHORITY","ROANOKE VALLEY RESOURCE AUTHORITY","0"
"6532","ROANOKE VALLEY RESOURCE AUTHORITY (RVRA)","ROANOKE VALLEY RESOURCE AUTHORITY (RVRA)","0"
"6533","ROBESON COUNTY","ROBESON COUNTY","0"
"6534","ROCHDALE VILLAGE .","ROCHDALE VILLAGE .","0"
"6535","ROCHE ","ROCHE ","0"
"6536","ROCHESTER DISTRICT HEATING COOPERATIVE","ROCHESTER DISTRICT HEATING COOPERATIVE","0"
"6537","ROCHESTER PUBLIC UTILITIES","ROCHESTER PUBLIC UTILITIES","0"
"6538","ROCK ENERGY COOPERATIVE","ROCK ENERGY COOPERATIVE","0"
"6539","ROCK RIVER ENVIRONMENTAL SERVICES","ROCK RIVER ENVIRONMENTAL SERVICES","0"
"6540","ROCK-TENN ","ROCK-TENN ","0"
"6541","ROCKBRIDGE COUNTY","ROCKBRIDGE COUNTY","0"
"6542","ROCKBRIDGE COUNTY LANDFILL","ROCKBRIDGE COUNTY LANDFILL","0"
"6543","ROCKINGHAM COUNTY","ROCKINGHAM COUNTY","0"
"6544","ROCKINGHAM COUNTYIRGINIA","ROCKINGHAM COUNTYIRGINIA","0"
"6545","ROCKLAND POWER PARTNERS II, ","ROCKLAND POWER PARTNERS II, ","0"
"6546","ROCKLAND POWER PARTNERS III, ","ROCKLAND POWER PARTNERS III, ","0"
"6547","ROCKPOINT GAS STORAGE PARTNERS ","ROCKPOINT GAS STORAGE PARTNERS ","0"
"6548","ROCKY MOUNTAIN BOTTLE ","ROCKY MOUNTAIN BOTTLE ","0"
"6549","ROGUE VALLEY PROPERTIES","ROGUE VALLEY PROPERTIES","0"
"6550","ROLL INTERNATIONAL","ROLL INTERNATIONAL","0"
"6551","ROLLS-ROYCE NORTH AMERICA ","ROLLS-ROYCE NORTH AMERICA ","0"
"6552","ROME-FLOYD COUNTY SOLID WASTE COMMISSION","ROME-FLOYD COUNTY SOLID WASTE COMMISSION","0"
"6553","ROQUETTE AMERICA","ROQUETTE AMERICA","0"
"6554","ROSEBUD MINING ","ROSEBUD MINING ","0"
"6555","ROSEBURG FOREST PRODUCTS","ROSEBURG FOREST PRODUCTS","0"
"6556","ROSEBURG FOREST PRODUCTS CO.","ROSEBURG FOREST PRODUCTS CO.","0"
"6557","ROSEHILL RESOURCES","ROSEHILL RESOURCES","0"
"6558","ROSETTA RESOURCES OPERATING ","ROSETTA RESOURCES OPERATING ","0"
"6559","ROSEVILLE ELECTRIC","ROSEVILLE ELECTRIC","0"
"6560","ROSEWOOD RESOURCES ","ROSEWOOD RESOURCES ","0"
"6561","ROUSSELOT","ROUSSELOT","0"
"6562","ROWAN COUNTYORTH CAROLINA","ROWAN COUNTYORTH CAROLINA","0"
"6563","ROWAN UNIVERSITY","ROWAN UNIVERSITY","0"
"6564","ROXUL USA","ROXUL USA","0"
"6565","RUMBOLD & KUHN","RUMBOLD & KUHN","0"
"6566","RUMPKE CONSOLIDATED COMPANIES .","RUMPKE CONSOLIDATED COMPANIES .","0"
"6567","RUMPKE SANITARY LANDFILL","RUMPKE SANITARY LANDFILL","0"
"6568","RUMPKE WASTE, ","RUMPKE WASTE, ","0"
"6569","RUMPKE WASTE","RUMPKE WASTE","0"
"6570","RUMPKE OF KENTUCKY","RUMPKE OF KENTUCKY","0"
"6571","RUTGERS THE STATE UNIVERSITY OF NEW JERSEY","RUTGERS THE STATE UNIVERSITY OF NEW JERSEY","0"
"6572","RUTGERSHE STATE UNIVERSITY OF NEW JERSY","RUTGERSHE STATE UNIVERSITY OF NEW JERSEY","1"
"6573","RYOBI DIE CASTING (USA), ","RYOBI DIE CASTING (USA), ","0"
"6574","S&C ELECTRIC CO","S&C ELECTRIC CO","0"
"6575","S&C ELECTRIC ","S&C ELECTRIC ","0"
"6576","S. D. WARREN ","S. D. WARREN ","0"
"6577","S.B. ACQUISITIONS","S.B. ACQUISITIONS","0"
"6578","S.B. AQUISITIONS","S.B. AQUISITIONS","0"
"6579","S.D. WARREN ","S.D. WARREN ","0"
"6580","SABIC INNOVATIVE PLASTICS  US ","SABIC INNOVATIVE PLASTICS  US ","0"
"6581","SABIC INNOVATIVE PLASTICS","SABIC INNOVATIVE PLASTICS","0"
"6582","SABIC INNOVATIVE PLASTICS  US ","SABIC INNOVATIVE PLASTICS  US ","0"
"6583","SABIC US  ","SABIC US  ","0"
"6584","SABIC US  ","SABIC US  ","0"
"6585","SACRAMENTO COGERATION AUTHORITY","SACRAMENTO COGENERATION AUTHORITY","2"
"6586","SACRAMENTO MUNICIPAL UTILITY DISTRICT","SACRAMENTO MUNICIPAL UTILITY DISTRICT","0"
"6587","SACRAMENTO MUNICIPAL UTILITY DISTRICT (SMUD)","SACRAMENTO MUNICIPAL UTILITY DISTRICT (SMUD)","0"
"6588","SACRAMENTO MUNICIPAL UTILITY DISTRICT FINANCING AUTHORITY","SACRAMENTO MUNICIPAL UTILITY DISTRICT FINANCING AUTHORITY","0"
"6589","SACRAMENTO POWER AUTHORITY","SACRAMENTO POWER AUTHORITY","0"
"6590","SAFETY-KLEEN SYSTEMS ","SAFETY-KLEEN SYSTEMS ","0"
"6591","SAINT FRANCIS HEALTH SYSTEM","SAINT FRANCIS HEALTH SYSTEM","0"
"6592","SAINT FRANCIS HEALTH SYSTEM ","SAINT FRANCIS HEALTH SYSTEM ","0"
"6593","SAINT GOBAIN NORTH AMERICA","SAINT GOBAIN NORTH AMERICA","0"
"6594","SAINT-GOBAIN CONTAINERS ","SAINT-GOBAIN CONTAINERS ","0"
"6595","SAINT-GOBAIN ","SAINT-GOBAIN ","0"
"6596","SALEM COUNTY IMPROVEMENT AUTHORITY","SALEM COUNTY IMPROVEMENT AUTHORITY","0"
"6597","SALINAS VALLEY SOLID WASTE AUTHORITY","SALINAS VALLEY SOLID WASTE AUTHORITY","0"
"6598","SALT LAKE CITY ","SALT LAKE CITY ","0"
"6599","SALT LAKE COUNTY","SALT LAKE COUNTY","0"
"6600","SALT RIVER PIMA MARICOPA INDIAN COMMUNITY","SALT RIVER PIMA MARICOPA INDIAN COMMUNITY","0"
"6601","SALT RIVER PIMA MARICOPA INDIAN COMMUNITY EDUCATIONAL SE","SALT RIVER PIMA MARICOPA INDIAN COMMUNITY EDUCATIONAL SE","0"
"6602","SALT RIVER PROJECT","SALT RIVER PROJECT","0"
"6603","SALT RIVER PROJECT (100% OWNERSHIP OF UNIT 4 ONLY)","SALT RIVER PROJECT (100% OWNERSHIP OF UNIT 4 ONLY)","0"
"6604","SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT","SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT","0"
"6605","SAM RAYBURN G&T","SAM RAYBURN G&T","0"
"6606","SAM RAYBURN G&T ELECTRIC COOPERATIVE ","SAM RAYBURN G&T ELECTRIC COOPERATIVE ","0"
"6607","SAMPSON COUNTY","SAMPSON COUNTY","0"
"6608","SAMSON RESOURCES","SAMSON RESOURCES","0"
"6609","SAMSON RESOURCES ","SAMSON RESOURCES ","0"
"6610","SAMSON RESOURCES ","SAMSON RESOURCES ","0"
"6611","SAMSUNG ELECTRONICS AMERICA ","SAMSUNG ELECTRONICS AMERICA ","0"
"6612","SAMUEL GARY JR ASSOCIATES ","SAMUEL GARY JR ASSOCIATES ","0"
"6613","SAN BENITO COUNTY","SAN BENITO COUNTY","0"
"6614","SAN BERNARDINO COUNTY SOLID WASTE MANAGEMENT DIV","SAN BERNARDINO COUNTY SOLID WASTE MANAGEMENT DIV","0"
"6615","SAN DIEGO COUNTY DEPARTMENT OF PUBLIC WORKS","SAN DIEGO COUNTY DEPARTMENT OF PUBLIC WORKS","0"
"6616","SAN DIEGO GAS & ELECTRIC","SAN DIEGO GAS & ELECTRIC","0"
"6617","SAN JOAQUIN COUNTY PUBLIC WORKS DEPARTMENT","SAN JOAQUIN COUNTY PUBLIC WORKS DEPARTMENT","0"
"6618","SAN JOAQUIN ENERGY CO","SAN JOAQUIN ENERGY CO","0"
"6619","SAN JOAQUIN REFINING CO ","SAN JOAQUIN REFINING CO ","0"
"6620","SAN JOAQUIN REFINING ","SAN JOAQUIN REFINING ","0"
"6621","SAN MIGUEL ELECTRIC COOPERATIVE ","SAN MIGUEL ELECTRIC COOPERATIVE ","0"
"6622","SAN MIGUEL ELECTRIC COOPERATIVE, ","SAN MIGUEL ELECTRIC COOPERATIVE, ","0"
"6623","SANCHEZ MIDSTREAM PARTNERS ","SANCHEZ MIDSTREAM PARTNERS ","0"
"6624","SANCHEZ OIL & GAS","SANCHEZ OIL & GAS","0"
"6625","SANCHEZ OIL & GAS ","SANCHEZ OIL & GAS ","0"
"6626","SANDERS LEAD CO ","SANDERS LEAD CO ","0"
"6627","SANDERSON FARMS ","SANDERSON FARMS ","0"
"6628","SANDOVAL COUNTY NM","SANDOVAL COUNTY NM","0"
"6629","SANDRA M CAMPBELL","SANDRA M CAMPBELL","0"
"6630","SANDRIDGE ENERGY ","SANDRIDGE ENERGY ","0"
"6631","SANDRIDGE ENERGY, ","SANDRIDGE ENERGY, ","0"
"6632","SANIMAX ","SANIMAX ","0"
