"","PARENT COMPANY","year","GHG"
"34322","THE CHARLES COUNTY GOVERNMENT","2020",128738
"34323","THE CHARLES COUNTY GOVERNMENT","2021",134529
"34324","THE CHEMOURS CO","2015",126608
"34325","THE CHEMOURS CO","2016",6197641
"34326","THE CHEMOURS CO","2017",8009568
"34327","THE CHEMOURS CO","2018",6340373
"34328","THE CHEMOURS CO","2019",6767306
"34329","THE CHEMOURS CO","2020",4486478
"34330","THE CHEMOURS CO","2021",4924460
"34331","THE CHEMOURS CO","2022",4932548
"34332","THE CHEMOURS CO FC LLC","2015",7134983
"34333","THE CHEMOURS CO FC, LLC","2015",85168
"34334","THE CHILDREN'S HOSPITAL OF PHILADELPHIA","2011",24875
"34335","THE CHILDREN'S HOSPITAL OF PHILADELPHIA","2012",24198
"34336","THE CHILDREN'S HOSPITAL OF PHILADELPHIA","2013",23696
"34337","THE CHILDREN'S HOSPITAL OF PHILADELPHIA","2014",27192
"34338","THE CHILDREN'S HOSPITAL OF PHILADELPHIA","2015",29257
"34339","THE CHILDREN'S HOSPITAL OF PHILADELPHIA","2016",28300
"34340","THE CHILDREN'S HOSPITAL OF PHILADELPHIA","2017",29901
"34341","THE CHILDREN'S HOSPITAL OF PHILADELPHIA","2018",34952
"34342","THE CHILDREN'S HOSPITAL OF PHILADELPHIA","2019",34870
"34343","THE CHILDREN'S HOSPITAL OF PHILADELPHIA","2020",29498
"34344","THE CHILDREN'S HOSPITAL OF PHILADELPHIA","2021",18036
"34345","THE CHILDREN'S HOSPITAL OF PHILADELPHIA","2022",26966
"34346","THE CITY OF FARGO","2015",128549
"34347","THE CITY OF FARGO","2016",113209
"34348","THE CITY OF FARGO","2017",68124
"34349","THE CITY OF FARGO","2018",100453
"34350","THE CITY OF FARGO","2019",205665
"34351","THE CITY OF FARGO","2020",126640
"34352","THE CITY OF FARGO","2021",171702
"34353","THE CITY OF FARGO NORTH DAKOTA","2022",233136
"34354","THE CLEVELAND CLINIC FOUNDATION","2019",52135
"34355","THE CLEVELAND CLINIC FOUNDATION","2020",48381
"34356","THE CLEVELAND CLINIC FOUNDATION","2021",49671
"34357","THE CLEVELAND CLINIC FOUNDATION","2022",52157
"34358","THE COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY","2019",139443
"34359","THE COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY","2020",137036
"34360","THE COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY","2021",121381
"34361","THE COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY","2022",129028
"34362","THE COLLEGE OF NEW JERSEY","2015",33973
"34363","THE COLLEGE OF NEW JERSEY","2016",31822
"34364","THE COLLEGE OF NEW JERSEY","2017",32406
"34365","THE COLLEGE OF NEW JERSEY","2018",33410
"34366","THE COLLEGE OF NEW JERSEY","2019",34257
"34367","THE COLLEGE OF NEW JERSEY","2020",23075
"34368","THE COLLEGE OF NEW JERSEY","2021",34416
"34369","THE DAY & ZIMMERMANN GROUP INC","2019",45061
"34370","THE DAY & ZIMMERMANN GROUP INC","2020",46609
"34371","THE DAY & ZIMMERMANN GROUP INC","2021",45762
"34372","THE DAY & ZIMMERMANN GROUP INC","2022",42668
"34373","THE DAYTON POWER & LIGHT CO","2011",6233965.4073
"34374","THE DAYTON POWER & LIGHT CO","2012",5397958.8597
"34375","THE DAYTON POWER & LIGHT CO","2013",6727361.5844
"34376","THE DAYTON POWER & LIGHT CO","2014",6111798.196
"34377","THE DAYTON POWER & LIGHT CO","2015",4191162.5615
"34378","THE DAYTON POWER & LIGHT CO","2016",4383959.0014
"34379","THE DAYTON POWER & LIGHT CO","2017",290699.1737
"34380","THE DAYTON POWER & LIGHT CO","2018",316672.4372
"34381","THE DAYTON POWER & LIGHT CO","2019",415958.4405
"34382","THE DOW CHEMICAL CO","2011",15287963.5
"34383","THE DOW CHEMICAL CO","2012",14906230.5
"34384","THE DOW CHEMICAL CO","2013",15380538.5
"34385","THE DOW CHEMICAL CO","2014",15332559
"34386","THE EMPIRE DISTRICT ELECTRIC CO","2010",147535.4064
"34387","THE EMPIRE DISTRICT ELECTRIC CO","2011",2577176.2912
"34388","THE EMPIRE DISTRICT ELECTRIC CO","2012",2456193.6528
"34389","THE EMPIRE DISTRICT ELECTRIC CO","2013",2413236.5072
"34390","THE EMPIRE DISTRICT ELECTRIC CO","2014",2128447.488
"34391","THE EMPIRE DISTRICT ELECTRIC CO","2015",2176180.2544
"34392","THE EMPIRE DISTRICT ELECTRIC CO","2016",2576947.6272
"34393","THE EMPIRE DISTRICT ELECTRIC CO","2017",2607362.456
"34394","THE EMPIRE DISTRICT ELECTRIC CO","2018",2543754.7408
"34395","THE EMPIRE DISTRICT ELECTRIC CO","2019",2416609.7824
"34396","THE GAS BOARD OF THE CITY OF BOAZ","2015",1006
"34397","THE GAS BOARD OF THE CITY OF BOAZ","2016",1031
"34398","THE GAS BOARD OF THE CITY OF BOAZ","2017",1051
"34399","THE GAS BOARD OF THE CITY OF BOAZ","2018",1069
"34400","THE GEORGE WASHINGTON UNIVERSITY","2015",21342
"34401","THE GEORGE WASHINGTON UNIVERSITY","2016",27369
"34402","THE GEORGE WASHINGTON UNIVERSITY","2017",33595
"34403","THE GEORGE WASHINGTON UNIVERSITY","2018",35387
"34404","THE GEORGE WASHINGTON UNIVERSITY","2019",34986
"34405","THE GEORGE WASHINGTON UNIVERSITY","2020",33973
"34406","THE GEORGE WASHINGTON UNIVERSITY","2021",22243
"34407","THE GEORGE WASHINGTON UNIVERSITY","2022",28656
"34408","THE GOLDMAN SACHS GROUP INC","2019",16616.7
"34409","THE GOLDMAN SACHS GROUP INC","2020",14344.8
"34410","THE GOLDMAN SACHS GROUP INC","2021",13324.8
"34411","THE GOLDMAN SACHS GROUP INC","2022",15861.6
"34412","THE GOODYEAR TIRE & RUBBER CO","2015",671304
"34413","THE GOODYEAR TIRE & RUBBER CO","2016",665000
"34414","THE GOODYEAR TIRE & RUBBER CO","2017",629838
"34415","THE GOODYEAR TIRE & RUBBER CO","2018",650041
"34416","THE GOODYEAR TIRE & RUBBER CO","2019",656909
"34417","THE GOODYEAR TIRE & RUBBER CO","2020",565102
"34418","THE GOODYEAR TIRE & RUBBER CO","2021",764805
"34419","THE GOODYEAR TIRE & RUBBER CO","2022",789905
"34420","THE GORES GROUP LLC","2019",35495
"34421","THE GORES GROUP LLC","2020",19429
"34422","THE GORES GROUP LLC","2021",54225
"34423","THE HORRY COUNTY SOLID WASTE AUTHORITY INC","2019",161515
"34424","THE HORRY COUNTY SOLID WASTE AUTHORITY INC","2020",181385
"34425","THE HORRY COUNTY SOLID WASTE AUTHORITY INC","2021",229273
"34426","THE HORRY COUNTY SOLID WASTE AUTHORITY INC","2022",230570
"34427","THE INTERNATIONAL GROUP INC","2015",233968
"34428","THE INTERNATIONAL GROUP INC","2016",231198
"34429","THE INTERNATIONAL GROUP INC","2017",241730
"34430","THE INTERNATIONAL GROUP INC","2018",227968
"34431","THE INTERNATIONAL GROUP INC","2019",195347
"34432","THE INTERNATIONAL GROUP INC","2020",156199
"34433","THE INTERNATIONAL GROUP INC","2021",143502
"34434","THE INTERNATIONAL GROUP INC","2022",145166
"34435","THE INTERNATIONAL GROUP, INC","2011",242547
"34436","THE INTERNATIONAL GROUP, INC","2012",250846
"34437","THE INTERNATIONAL GROUP, INC","2013",225515
"34438","THE INTERNATIONAL GROUP, INC","2014",235389
"34439","THE JOHNS HOPKINS UNIVERSITY","2015",144812
"34440","THE JOHNS HOPKINS UNIVERSITY","2016",140749
"34441","THE JOHNS HOPKINS UNIVERSITY","2017",137833
"34442","THE JOHNS HOPKINS UNIVERSITY","2018",139648
"34443","THE KRAFT GROUP","2011",91625
"34444","THE KRAFT GROUP","2012",90335
"34445","THE KRAFT GROUP","2013",82654
"34446","THE KRAFT GROUP","2014",87537
"34447","THE KRAFT GROUP","2015",86821
"34448","THE KRAFT GROUP","2016",91552
"34449","THE KRAFT GROUP","2017",89400
"34450","THE KRAFT GROUP","2018",89474
"34451","THE KRAFT GROUP","2019",89745
"34452","THE KRAFT GROUP","2020",91079
"34453","THE KRAFT GROUP","2021",90304
"34454","THE KRAFT GROUP","2022",92285
"34455","THE KRAFT HEINZ CO","2019",46698
"34456","THE KRAFT HEINZ CO","2020",46745
"34457","THE KRAFT HEINZ CO","2021",45412
"34458","THE LACLEDE GROUP INC","2011",137780
"34459","THE LACLEDE GROUP INC","2012",199031
"34460","THE LACLEDE GROUP INC","2013",193337
"34461","THE LACLEDE GROUP INC","2014",399975
"34462","THE LACLEDE GROUP INC","2015",387526
"34463","THE LYCRA CO LLC","2022",30374
"34464","THE METHODIST HOSPITAL","2011",43963
"34465","THE METHODIST HOSPITAL","2012",42305
"34466","THE METHODIST HOSPITAL","2013",42033
"34467","THE METHODIST HOSPITAL","2014",40117
"34468","THE METHODIST HOSPITAL","2015",42936
"34469","THE METHODIST HOSPITAL","2016",44893
"34470","THE METHODIST HOSPITAL","2017",45425
"34471","THE METHODIST HOSPITAL","2018",44429
"34472","THE METHODIST HOSPITAL","2019",43564
"34473","THE METHODIST HOSPITAL","2020",41257
"34474","THE METHODIST HOSPITAL","2021",40960
"34475","THE METHODIST HOSPITAL","2022",38608
"34476","THE MORNING STAR CO","2011",219613
"34477","THE MORNING STAR CO","2012",238529
"34478","THE MORNING STAR CO","2013",233767
"34479","THE MORNING STAR CO","2014",268836
"34480","THE MORNING STAR CO","2015",300442
"34481","THE MORNING STAR CO","2016",248404
"34482","THE MORNING STAR CO","2017",213373
"34483","THE MORNING STAR CO","2018",250063
"34484","THE MORNING STAR CO","2019",238694
"34485","THE MORNING STAR CO","2020",289429
"34486","THE MORNING STAR CO","2021",293448
"34487","THE MORNING STAR CO","2022",282557
"34488","THE MOSAIC CO","2011",8566
"34489","THE MOSAIC CO","2012",12758
"34490","THE MOSAIC CO","2013",19036
"34491","THE MOSAIC CO","2014",162714
"34492","THE MOSAIC CO","2015",1944452
"34493","THE MOSAIC CO","2016",1896890
"34494","THE MOSAIC CO","2017",1385915
"34495","THE MOSAIC CO","2018",1642216
"34496","THE MOSAIC CO","2019",1255351
"34497","THE MOSAIC CO","2020",1493002
"34498","THE MOSAIC CO","2021",1342938
"34499","THE MOSAIC CO","2022",1345899
"34500","THE MOUNT SINAI MEDICAL CENTER","2011",61293
"34501","THE MOUNT SINAI MEDICAL CENTER","2012",57932
"34502","THE MOUNT SINAI MEDICAL CENTER","2013",58544
"34503","THE MOUNT SINAI MEDICAL CENTER","2014",48352
"34504","THE MOUNT SINAI MEDICAL CENTER","2015",61673
"34505","THE MOUNT SINAI MEDICAL CENTER","2016",70333
"34506","THE MOUNT SINAI MEDICAL CENTER","2017",63115
"34507","THE MOUNT SINAI MEDICAL CENTER","2018",60363
"34508","THE MOUNT SINAI MEDICAL CENTER","2019",51906
"34509","THE MOUNT SINAI MEDICAL CENTER","2020",48259
"34510","THE MOUNT SINAI MEDICAL CENTER","2021",43711
"34511","THE MOUNT SINAI MEDICAL CENTER","2022",42430
"34512","THE NAVAJO NATION TRIBAL GOVERNMENT","2020",526747.55
"34513","THE NAVAJO NATION TRIBAL GOVERNMENT","2021",549315.97
"34514","THE NAVAJO NATION TRIBAL GOVERNMENT","2022",686917
"34515","THE NEIL JONES FOOD CO","2016",33015
"34516","THE NEIL JONES FOOD CO","2017",27152
"34517","THE NEIL JONES FOOD CO","2018",29162
"34518","THE NEIL JONES FOOD CO","2019",27669
"34519","THE NEIL JONES FOOD CO","2020",30642
"34520","THE NEIL JONES FOOD CO","2021",27551
"34521","THE NEIL JONES FOOD CO","2022",26957
"34522","THE NEWARK GROUP INC","2011",148138
"34523","THE NEWARK GROUP INC","2012",132081
"34524","THE NEWARK GROUP INC","2013",139837
"34525","THE NEWARK GROUP INC","2014",140858
"34526","THE OHIO VALLEY COAL CO","2015",238692
"34527","THE OHIO VALLEY COAL CO","2016",144399
"34528","THE ONEIDA GROUP INC","2019",94598
"34529","THE ONEIDA GROUP INC","2020",101313
"34530","THE PENNSYLVANIA STATE UNIVERSITY","2011",213168
"34531","THE PENNSYLVANIA STATE UNIVERSITY","2012",196792
"34532","THE PENNSYLVANIA STATE UNIVERSITY","2013",201605
"34533","THE PENNSYLVANIA STATE UNIVERSITY","2014",196264
"34534","THE PENNSYLVANIA STATE UNIVERSITY","2015",168298
"34535","THE PENNSYLVANIA STATE UNIVERSITY","2016",141729
"34536","THE PENNSYLVANIA STATE UNIVERSITY","2017",139904
"34537","THE PENNSYLVANIA STATE UNIVERSITY","2018",146912
"34538","THE PENNSYLVANIA STATE UNIVERSITY","2019",157079
"34539","THE PENNSYLVANIA STATE UNIVERSITY","2020",154219
"34540","THE PENNSYLVANIA STATE UNIVERSITY","2021",156524
"34541","THE PENNSYLVANIA STATE UNIVERSITY","2022",173203
"34542","THE PRESIDENT & FELLOWS OF HARVARD COLLEGE HARVARD UNIVERSITY","2015",69309
"34543","THE PRESIDENT & FELLOWS OF HARVARD COLLEGE HARVARD UNIVERSITY","2016",80210
"34544","THE PRESIDENT & FELLOWS OF HARVARD COLLEGE HARVARD UNIVERSITY","2017",79996
"34545","THE PRESIDENT & FELLOWS OF HARVARD COLLEGE HARVARD UNIVERSITY","2018",82860
"34546","THE PROCTER & GAMBLE CO","2015",149487.123
"34547","THE PROCTER & GAMBLE CO","2016",88781.226
"34548","THE PROCTER & GAMBLE CO","2017",85577.193
"34549","THE PROCTER & GAMBLE CO","2018",89782.842
"34550","THE PROCTER & GAMBLE CO","2019",1752005.363
"34551","THE PROCTER & GAMBLE CO","2020",1838618.568
"34552","THE PROCTER & GAMBLE CO","2021",1762282.148
"34553","THE PROCTER & GAMBLE CO","2022",1722791.016
"34554","THE REGENTS OF THE UNIVERSITY OF MICHIGAN","2015",282585
"34555","THE REGENTS OF THE UNIVERSITY OF MICHIGAN","2016",267110
"34556","THE REGENTS OF THE UNIVERSITY OF MICHIGAN","2017",262462
"34557","THE REGENTS OF THE UNIVERSITY OF MICHIGAN","2018",273224
"34558","THE REGENTS OF THE UNIVERSITY OF MICHIGAN","2019",255316
"34559","THE REGENTS OF THE UNIVERSITY OF MICHIGAN","2020",245596
"34560","THE REGENTS OF THE UNIVERSITY OF MICHIGAN","2021",251535
"34561","THE REGENTS OF THE UNIVERSITY OF MICHIGAN","2022",288662
"34562","THE RENCO GROUP INC","2010",319300
"34563","THE RENCO GROUP INC","2011",1092232
"34564","THE RENCO GROUP INC","2012",1112437
"34565","THE RENCO GROUP INC","2013",1082993
"34566","THE RENCO GROUP INC","2014",627339
"34567","THE RENCO GROUP INC","2015",642423
"34568","THE RENCO GROUP INC","2016",620782
"34569","THE RENCO GROUP INC","2017",566143
"34570","THE RENCO GROUP INC","2018",509149
"34571","THE RENCO GROUP INC","2019",488499
"34572","THE RENCO GROUP INC","2020",411500
"34573","THE RENCO GROUP INC","2021",391068
"34574","THE RENCO GROUP INC","2022",250648
"34575","THE RESERVE GROUP","2015",24603
"34576","THE SALT RIVER PIMA - MARICOPA INDIAN COMMUNITY","2020",55091
"34577","THE SALT RIVER PIMA - MARICOPA INDIAN COMMUNITY","2021",87449
"34578","THE SALT RIVER PIMA - MARICOPA INDIAN COMMUNITY","2022",53520
"34579","THE SINCLAIR COS","2011",1154637
"34580","THE SINCLAIR COS","2012",1197405
"34581","THE SINCLAIR COS","2013",1224539
"34582","THE SINCLAIR COS","2014",1263354
"34583","THE SINCLAIR COS","2015",1361344
"34584","THE SINCLAIR COS","2016",1218023
"34585","THE SINCLAIR COS","2017",1389249
"34586","THE SINCLAIR COS","2018",1497320
"34587","THE SINCLAIR COS","2019",1654083
"34588","THE SINCLAIR COS","2020",1560775
"34589","THE SINCLAIR COS","2021",1504716
"34590","THE SOLID WASTE DISPOSAL AUTHORITY OF THE CITY OF HUNTSVILLE","2019",98298
"34591","THE SOLID WASTE DISPOSAL AUTHORITY OF THE CITY OF HUNTSVILLE","2020",106375
"34592","THE SOLID WASTE DISPOSAL AUTHORITY OF THE CITY OF HUNTSVILLE","2021",97334
"34593","THE SOLID WASTE DISPOSAL AUTHORITY OF THE CITY OF HUNTSVILLE","2022",95880
"34594","THE SOUTHERN CO","2019",87487057.0184
"34595","THE SOUTHERN CO","2020",75653938.094
"34596","THE SOUTHERN CO","2021",82084008.2696
"34597","THE SOUTHERN CO","2022",83657564.256
"34598","THE STATE OF KANSAS","2011",31105
"34599","THE STATE OF KANSAS","2012",26772
"34600","THE STATE OF KANSAS","2013",31727
"34601","THE STATE OF KANSAS","2014",31313
"34602","THE STATE OF KANSAS","2015",27725
"34603","THE STATE OF NORTH CAROLINA","2015",269731
"34604","THE STATE OF OKLAHOMA EX REL THE BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA ON BEHALF OF THE HEA","2015",37332
"34605","THE TIMKEN CO","2011",473967
"34606","THE TIMKEN CO","2012",439094
"34607","THE TIMKEN CO","2013",393411
"34608","THE TIMKEN CO","2014",389236
"34609","THE TIMKEN CO","2015",273250
"34610","THE TRUSTEES OF PRINCETON UNIVERSITY","2019",81589
"34611","THE TRUSTEES OF PRINCETON UNIVERSITY","2020",68723
"34612","THE TRUSTEES OF PRINCETON UNIVERSITY","2021",71614
"34613","THE TRUSTEES OF PRINCETON UNIVERSITY","2022",69076
"34614","THE UNIVERSITY OF DELAWARE","2011",36478
"34615","THE UNIVERSITY OF DELAWARE","2012",34763
"34616","THE UNIVERSITY OF DELAWARE","2013",39075
"34617","THE UNIVERSITY OF DELAWARE","2014",39036
"34618","THE UNIVERSITY OF DELAWARE","2015",38174
"34619","THE UNIVERSITY OF DELAWARE","2016",39529
"34620","THE UNIVERSITY OF DELAWARE","2017",40791
"34621","THE UNIVERSITY OF DELAWARE","2018",43026
"34622","THE UNIVERSITY OF ILLINOIS","2011",159416
"34623","THE UNIVERSITY OF ILLINOIS","2012",137218
"34624","THE UNIVERSITY OF ILLINOIS","2013",146488
"34625","THE UNIVERSITY OF ILLINOIS","2014",152185
"34626","THE UNIVERSITY OF ILLINOIS","2015",137292
"34627","THE UNIVERSITY OF ILLINOIS","2016",121405
"34628","THE UNIVERSITY OF ILLINOIS","2017",112562
"34629","THE UNIVERSITY OF ILLINOIS","2018",140664
"34630","THE UNIVERSITY OF IOWA","2011",219864
"34631","THE UNIVERSITY OF IOWA","2012",192735
"34632","THE UNIVERSITY OF IOWA","2013",225067
"34633","THE UNIVERSITY OF IOWA","2014",250875
"34634","THE UNIVERSITY OF IOWA","2015",202680
"34635","THE UNIVERSITY OF IOWA","2016",151234
"34636","THE UNIVERSITY OF IOWA","2017",156489
"34637","THE UNIVERSITY OF IOWA","2018",167153
"34638","THE UNIVERSITY OF IOWA","2019",176909
"34639","THE UNIVERSITY OF IOWA","2020",153483
"34640","THE UNIVERSITY OF IOWA","2021",152018
"34641","THE UNIVERSITY OF IOWA","2022",154778
"34642","THE UNIVERSITY OF MAINE SYSTEM","2011",29357
"34643","THE UNIVERSITY OF MAINE SYSTEM","2012",31671
"34644","THE UNIVERSITY OF MAINE SYSTEM","2013",32888
"34645","THE UNIVERSITY OF MAINE SYSTEM","2014",31827
"34646","THE UNIVERSITY OF MAINE SYSTEM","2015",30919
"34647","THE UNIVERSITY OF MAINE SYSTEM","2016",30688
"34648","THE UNIVERSITY OF MAINE SYSTEM","2017",30209
"34649","THE UNIVERSITY OF MAINE SYSTEM","2018",31394
"34650","THE UNIVERSITY OF NORTH CAROLINA","2019",106751
"34651","THE UNIVERSITY OF NORTH CAROLINA","2020",99958
"34652","THE UNIVERSITY OF NORTH CAROLINA","2021",111729
"34653","THE UNIVERSITY OF NORTH CAROLINA","2022",115669
"34654","THE UNIVERSITY OF TENNESSEE","2015",70355
"34655","THE UNIVERSITY OF TENNESSEE","2016",66741
"34656","THE UNIVERSITY OF TENNESSEE","2017",69380
"34657","THE UNIVERSITY OF TENNESSEE","2018",76762
"34658","THE UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON","2015",32024
"34659","THE UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON","2016",33376
"34660","THE UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON","2017",43406
"34661","THE UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON","2018",54033
"34662","THE UNIVERSITY OF TEXAS SYSTEM","2011",49053
"34663","THE UNIVERSITY OF TEXAS SYSTEM","2012",39279
"34664","THE UNIVERSITY OF TEXAS SYSTEM","2013",56418
"34665","THE UNIVERSITY OF TEXAS SYSTEM","2014",55671
"34666","THE UNIVERSITY OF TEXAS SYSTEM","2015",56767
"34667","THE UNIVERSITY OF TEXAS SYSTEM","2016",51172
"34668","THE UNIVERSITY OF TEXAS SYSTEM","2017",52019
"34669","THE UNIVERSITY OF TEXAS SYSTEM","2018",73242
"34670","THE UNIVERSITY OF WASHINGTON BOARD OF REGENTS","2019",92272
"34671","THE UNIVERSITY OF WASHINGTON BOARD OF REGENTS","2020",86980
"34672","THE UNIVERSITY OF WASHINGTON BOARD OF REGENTS","2021",89624
"34673","THE UNIVERSITY OF WASHINGTON BOARD OF REGENTS","2022",91798
"34674","THE UNIVERSITY SYSTEM OF GEORGIA","2010",71200
"34675","THE UNIVERSITY SYSTEM OF GEORGIA BOARD OF REGENTS","2015",55310
"34676","THE UNIVERSITY SYSTEM OF GEORGIA BOARD OF REGENTS","2016",51735
"34677","THE UNIVERSITY SYSTEM OF GEORGIA BOARD OF REGENTS","2017",50429
"34678","THE UNIVERSITY SYSTEM OF GEORGIA BOARD OF REGENTS","2018",54503
"34679","THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE","2016",27338
"34680","THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE","2017",19215
"34681","THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE","2018",19572
"34682","THE VANDERBILT UNIVERSITY","2019",128952
"34683","THE VANDERBILT UNIVERSITY","2020",133651
"34684","THE VANDERBILT UNIVERSITY","2021",125819
"34685","THE VANDERBILT UNIVERSITY","2022",130124
"34686","THE WALT DISNEY CO","2015",216600.12
"34687","THE WALT DISNEY CO","2016",259812.63
"34688","THE WALT DISNEY CO","2017",98636.67
"34689","THE WALT DISNEY CO","2018",102275.91
"34690","THE WALT DISNEY CO","2019",107928.81
"34691","THE WALT DISNEY CO","2020",62788.77
"34692","THE WALT DISNEY CO","2021",85017.24
"34693","THE WALT DISNEY CO","2022",100815.66
"34694","THE WASHINGTON UNIVERSITY","2019",33759
"34695","THE WASHINGTON UNIVERSITY","2020",30150
"34696","THE WASHINGTON UNIVERSITY","2021",33594
"34697","THE WASHINGTON UNIVERSITY","2022",37232
"34698","THE WESTERN SUGAR COOPERATIVE","2020",473181
"34699","THE WESTERN SUGAR COOPERATIVE","2021",512598
"34700","THE WESTERN SUGAR COOPERATIVE","2022",485560
"34701","THE WILLIAM HERBERT HUNT TRUST ESTATE","2021",632244
"34702","THE WILLIAM HERBERT HUNT TRUST ESTATE","2022",583804
"34703","THE WILLIAMS COS","2015",707775.0231
"34704","THE WILLIAMS COS","2016",46901.8215
"34705","THE WILLIAMS COS","2017",50516.4645
"34706","THE WILLIAMS COS","2018",9576124.953
"34707","THE WILLIAMS COS INC","2019",9848314.4375
"34708","THE WILLIAMS COS INC","2020",9248459.87113
"34709","THE WILLIAMS COS INC","2021",8997441.5345
"34710","THE WILLIAMS COS INC","2022",9648856.0024
"34711","THE YALE CORP","2015",181259
"34712","THE YALE CORP","2016",182910
"34713","THE YALE CORP","2017",195945
"34714","THE YALE CORP","2018",209800
"34715","THE YALE CORP","2019",208009
"34716","THE YALE CORP","2020",194958
"34717","THE YALE CORP","2021",193572
"34718","THE YALE CORP","2022",203592
"34719","THERMAFIBER, INC","2011",38259
"34720","THERMAFIBER, INC","2012",32628
"34721","THERMAGEN POWER GROUP, LLC","2011",125207
"34722","THERMAGEN POWER GROUP, LLC","2012",39573
"34723","THERMAL VENTURE","2015",47538
"34724","THERMAL VENTURE","2016",50893
"34725","THERMAL VENTURE","2017",80714
"34726","THERMAL VENTURE","2018",136993
"34727","THERMAL VENTURE","2019",204853
"34728","THERMAL VENTURES II LP","2015",75123.75
"34729","THERMAL VENTURES II LP","2016",82153.5
"34730","THERMAL VENTURES II LP","2017",62978.5
"34731","THERMAL VENTURES II LP","2018",62140.75
"34732","THERMAL VENTURES II LP","2019",11825
"34733","THERMAL VENTURES II, LP","2011",52758.25
"34734","THERMAL VENTURES II, LP","2012",62050.5
"34735","THERMAL VENTURES II, LP","2013",54594.25
"34736","THERMAL VENTURES II, LP","2014",62043.5
"34737","THERMO FISHER SCIENTIFIC INC","2020",25750
"34738","THERMO FISHER SCIENTIFIC INC","2021",26942
"34739","THERMO FISHER SCIENTIFIC INC","2022",28940
"34740","THIELE KAOLIN CO","2011",137106
"34741","THIELE KAOLIN CO","2012",137449
"34742","THIELE KAOLIN CO","2013",138022
"34743","THIELE KAOLIN CO","2014",138161
"34744","THIELE KAOLIN CO","2015",131211
"34745","THIELE KAOLIN CO","2016",139832
"34746","THIELE KAOLIN CO","2017",141405
"34747","THIELE KAOLIN CO","2018",139430
"34748","THIELE KAOLIN CO","2019",133910
"34749","THIELE KAOLIN CO","2020",127511
"34750","THIELE KAOLIN CO","2021",135339
"34751","THIELE KAOLIN CO","2022",167731
"34752","THOROUGHFARE MINING LLC","2016",30039
"34753","THOROUGHFARE MINING LLC","2017",73643
"34754","THREE RIVERS SOLID WASTE MANAGEMENT AUTHORITY","2015",193897
"34755","THREE RIVERS SOLID WASTE MANAGEMENT AUTHORITY","2016",226704
"34756","THREE RIVERS SOLID WASTE MANAGEMENT AUTHORITY","2017",212769
"34757","THREE RIVERS SOLID WASTE MANAGEMENT AUTHORITY","2018",224369
"34758","THREE RIVERS SOLID WASTE MANAGEMENT AUTHORITY","2019",268255
"34759","THREE RIVERS SOLID WASTE MANAGEMENT AUTHORITY","2020",259958
"34760","THREE RIVERS SOLID WASTE MANAGEMENT AUTHORITY","2021",291483
"34761","THREE RIVERS SOLID WASTE MANAGEMENT AUTHORITY","2022",316263
"34762","THUNDER CREEK GAS SERVICES LLC","2015",219377
"34763","THUNDER CREEK GAS SERVICES LLC","2016",310456
"34764","THUNDER CREEK GAS SERVICES LLC","2017",314334
"34765","THUNDER CREEK GAS SERVICES LLC","2018",388389
"34766","THYSSENKRUPP STEEL USA LLC","2011",244570
"34767","THYSSENKRUPP STEEL USA LLC","2012",286067
"34768","THYSSENKRUPP STEEL USA LLC","2013",341648
"34769","TIMBER CREEK OPERATING LLC","2018",217832
"34770","TIMBER CREEK OPERATING LLC","2019",196865
"34771","TIMBER CREEK OPERATING LLC","2020",154220
"34772","TIMBER CREEK OPERATING LLC","2021",193660
"34773","TIMBER CREEK OPERATING LLC","2022",179301
"34774","TIMBER CREEK OPERATING, LLC","2017",378611
"34775","TIMKENSTEEL CORP","2017",430315
"34776","TIMKENSTEEL CORP","2018",433422
"34777","TIMKENSTEEL CORP","2019",307145
"34778","TIMKENSTEEL CORP","2020",203449
"34779","TIMKENSTEEL CORP","2021",251409
"34780","TIMKENSTEEL CORP","2022",283292
"34781","TIN Inc. dba Interntional Paper","2012",229880
"34782","TIN Inc. dba Temple-Inland","2010",72901
"34783","TIN Inc., dba Temple-Inland","2010",91088
"34784","TIN, Inc., dba Temple Inland","2010",227503
"34785","TITAN AMERICA LLC","2011",1268250
"34786","TITAN AMERICA LLC","2012",1566626
"34787","TITAN AMERICA LLC","2013",1634447
"34788","TITAN AMERICA LLC","2014",1843854
"34789","TITAN AMERICA LLC","2015",1812042
"34790","TITAN AMERICA LLC","2016",1895830
"34791","TITAN AMERICA LLC","2017",2104235
"34792","TITAN AMERICA LLC","2018",2090708
