text,classification
State DOT planning and investment decisions follow a cyclical process and should be informed by State DOT progress toward achieving its GHG targets.,none
"As a result, FHWA believes it to be beneficial to begin significant progress determinations for the GHG measure as early as is reasonable.",none
"The FHWA will first assess significant progress toward the achievement of targets for the GHG measure after the 2026 Full Performance Period Progress Report (due October 1, 2026).",reduction
"In response to the initial target establishment requirements related to February 1, 2024, when conducting the significant progress determination after the 2026 Full Performance Period Progress Report, the performance for the reference year shall be used as the baseline performance, as described in 23 CFR 490.105(e)(10)(i)(C).",none
"For additional information on the target establishment requirements associated with February 1, 2024, see the discussion under Comments on Reporting Start Date, in the Section-by-Section Discussion of section 490.107.",none
"These comments asserted that the NHS represents only about 5 percent of total U.S. roadways, and just over 50 percent of vehicle miles traveled.",none
They also asserted that setting targets and tracking emissions from travel on all public roads would provide a more comprehensive understanding of transportation emissions and allow for more comprehensive solutions.,none
"Response:

The FHWA is finalizing as proposed that this measure will assess performance on the NHS.",none
"The FHWA acknowledges that the NHS only represents a limited set of U.S. roadways, and a measure for all public roads would capture more emissions from the transportation sector.",none
"However, as detailed in Section III of this preamble, FHWA is promulgating this rulemaking under 23 U.S.C. 150(c)(3)(A)(ii)(IV)-(V), which requires that the Secretary establish measures for States to use to assess the performance of the Interstate System and the non-Interstate NHS.",none
The statute does not provide authority to measure performance on public roads other than the Interstate and non-Interstate NHS.,none
"Thus, the GHG measure under 23 CFR 490.105(c)(5), and associated requirements, must be based on performance on the Interstate System and non-Interstate NHS.",none
"However, State DOTs and MPOs can choose to implement other measures to support their programs, including measures that apply to all roads, in a manner that best aligns with their individual policies and plans.",none
Commenters noted that using CY 2021 would set the baseline artificially low as VMT and fuels sales continue to rebound and would make it difficult for States to meet declining targets.,none
Commenters provided one or more of the following suggestions as an alternative to using CY 2021 as the reference year: 2022 or a year further in the future; 2019 as a pre-pandemic year; 2005 as a reference to the national GHG targets; or the 5-year average as the baseline.,reduction
"Response:

The FHWA agrees with the commenters' observation that the COVID-19 pandemic reduced travel demand, motor fuel consumption, and CO2

emissions in 2021 as compared to pre-pandemic levels, and that using 2021 as a reference year would establish a lower-than-normal basis for evaluating future performance.",none
"In response to these concerns, FHWA is establishing 2022 as the reference year for the GHG measure.",none
"In 2022, travel activity is estimated to have nearly rebounded to pre-pandemic levels, with FHWA's December 2022 Traffic Volume Trends report showing cumulative mileage of 3.17 trillion miles in 2022, compared with 3.27 trillion miles in 2019.[17] 

2022 is also the most recent year for which finalized VMT estimates will be available to use in calculating the State DOTs' GHG metric and measure.",reduction
"Comments on Definition of GHG Emissions

Comment:

Several commenters requested clarification on the definition of GHG emissions provided in the NPRM.",none
"These commenters asserted that definition proposed at 23 CFR 490.505 goes beyond tailpipe CO2

emissions to include methane, nitrous oxides, and hydrofluorocarbons.",none
Commenters asserted that this broader definition could open the door to further regulation without a rulemaking.,none
"Response:

The definition of GHG included in the NPRM is a common, scientific definition of GHG emissions, which include CO2

in addition to other gases such as methane (CH4), nitrous oxide (N2

O), and hydrofluorocarbons (HFCs).",none
"According to EPA data, CO2

accounts for approximately 97 percent of on-road GHG emissions when weighting the 100-year global warming potential of CO2

and other greenhouse gases.[18] 

The FHWA concluded that because approximately 97 percent of on-road GHG emissions are from CO2, including non-CO2

gases in the measure would not yield significant benefits.",reduction
"Any changes to the GHG measure, including any expansion to the applicability of this measure beyond tailpipe CO2

emissions, would follow notice and comment rulemaking.",none
"A few of the commenters said FHWA should establish CO2

emissions factors, with one recommending that FHWA provide optional supplemental fuel blend information and State-specific carbon intensity values based on Low Carbon Fuel Standards reporting.",none
Several commenters requested that FHWA consider accommodating alternative emissions factors for fuel blends when States and MPOs provide credible alternatives.,none
"A few commenters requested additional clarity on CO2

emissions factors, including what they will look like, how they will change over time, how they will be accessed, whether they will vary based on location, and for some specific examples.",none
"One commenter stated there is a need to incorporate the biogenic nature of CO2

from bioethanol into the emissions factor calculation, with one commenter expressing general concerns about the inputs to EPA's Motor Vehicle Emissions Simulator (MOVES) Model.",none
"Response:

As proposed in the NPRM, FHWA will publish uniform CO2

emissions factors for each fuel type to be used by all States in calculating the State DOT's metric for the GHG measure.",reduction
"The FHWA believes that the requirement for States to use a uniform factor, for each fuel type will ensure consistency and comparability of States' estimates of tailpipe CO2

emissions.",none
The FHWA recognizes that some States have implemented or are considering the implementation of low carbon fuels programs to reduce the overall carbon intensity of transportation fuels.,none
"However, since these programs often target reductions in the GHG emissions from well-to-pump processes, FHWA believes that including emission factors for alternative fuel blends as part of a tailpipe-only measure would be overly complex.",none
"The FHWA recognizes that CO2

emissions estimates for the transportation sector as reported in the EPA's Inventory of U.S. GHG Emissions and Sinks do not include CO2

emissions associated with biofuels, such as the ethanol component of E10 and other gasoline blends, since it is assumed that 

the combustion of the biogenic component of these fuels is recycled as biofuel crops and forests regenerate.",none
"The FHWA will consider EPA's accounting practice for addressing biofuel CO2

emissions as it develops the standard CO2

emissions factors to support this final rule.",none
The FHWA will publish these factors on its website by August 15th of each biennial reporting year.,none
"Comments on Data Availability Date

Comment:

A small number of commenters requested that FHWA provide data to calculate the system performance earlier than the annual date of August 15, with a few specifying that this should be no later than May 1 of each year or, if no joint UZA target is required, then no later than July 1.",none
"One commenter indicated that the prior year's data in Table VM-3—Annual Vehicle Miles and Table MF-21—Motor-Fuel Use has been published in mid-late October in the past, which would conflict with an October 1 deadline for report submissions.",none
"Response:

The FHWA appreciates commenters' interest in having data available as early as possible to support State biennial reporting on October 1 of each even year.",none
"While estimates of annual motor fuel volumes distributed are not expected to be finalized by FHWA until August 15th, States and MPOs can develop preliminary estimates and forecasts of GHG emissions using the values in FHWA's 

Monthly Motor Fuel Reported by States

publication, available on the website of FHWA's Office of Highway Policy Information, and the State-reported fuel sale information.",none
"In response to the comments requesting data earlier than proposed and FHWA's reexamination of when the VMT data will be available, FHWA revised 23 CFR 490.509(h) as well as 23 CFR 490.109(d)(1)(vi) and (d)(1)(vii) to ensure that State DOTs are able to use their most accurate VMT data to estimate the NHS share of total on-road tailpipe CO2

emissions when reporting actual performance and discussing progress.",none
"These changes were made in response to a comment noting that HPMS VMT data may not be finalized by August 15, as proposed in the NPRM.",none
The final rule allows State DOTs to use their best available VMT data that represents the prior calendar year when reporting performance and their GHG measure and metric information in the biennial reports.,none
Related changes were made to the State DOT metric reporting requirements the biennial reports.,none
"See

490.107(b)(1)(ii)(H), (b)(2)(ii)(J) and (b)(3)(ii)(I).",none
"Because the VMT data used by the State DOT when preparing the biennial report may not be known to FHWA, State DOTs are required to provide the values they use to calculate the reported metric, and a description of the data source(s) used for the VMT information they report.",none
"Section 490.511(f)(2) was revised to be consistent with the metric reporting requirements in 23 CFR 490.107(b)(1)(ii)(H), (b)(2)(ii)(J), and (b)(3)(ii)(I).",none
The change to 23 CFR 490.509(h) necessitated changes to the data FHWA will use in the significant progress determination.,none
"In 23 CFR 490.109(d)(1)(vi) and (d)(1)(vii) FHWA has specified that for the significant progress determination, baseline performance will be based on data from HPMS as of November 30th of the baseline report year, and the reference year will be based on HPMS data as of November 30, 2023.",none
The FHWA also added section 490.109(e)(4)(vii) to clarify that the data used must be accepted by FHWA by the dates specified in section 490.109(d)(1).,none
"Comments on Accessibility of Fuel Sales Data

Comment:

A small number of commenters expressed concern at MPOs' inability to access the Fuels & FASH dataset and requested more guidance on how the data could be accessed.",none
One commenter suggested using publicly available State data instead.,none
Another requested clarification on how a State will calculate the aggregate fuel consumption by fuel type.,none
"Response:

States are responsible for submitting preliminary estimated totals of monthly fuel volumes distributed for gasoline and “special fuel” (which primarily consists of diesel) which are due to FHWA 90 days following the end of a given month.",none
"These estimates are made publicly available for each State as part of FHWA's Monthly Motor Fuel Report, accessible on the Office of Highway Policy Information website.",none
"Final estimated fuel for a given year are adjusted to account for: (1) updated monthly fuel volumes distributed for gasoline and “special fuel” provided by the States, and (2) non-highway use of fuels.",none
"These estimates will be available by August 15 of each reporting year (

i.e.,

the following year).",none
"Comments on Non-Highway Fuel Use

Comment:

A couple of commenters asserted a portion of fuel sales are consumed off the roadway network, which is a circumstance that is likely more prevalent in rural areas.",none
These commenters asserted that off-highway use of fuels would not be accounted for in fuel use data provided by FHWA.,none
"Response:

The FHWA uses a modeling process to estimate the portion of gasoline that is distributed and used for non-highway purposes.",none
These data are then used to adjust the gasoline volume data submitted by the States to identify the volumes that are used specifically for on-highway purposes.,none
"In addition, FHWA instructs all States not to report non-highway use of special fuels, including red dyed diesel and kerosene that is untaxed and intended for non-highway applications.",none
"Comments on GHG Emissions Analysis Techniques

Comment:

A commenter asserted that the effectiveness of the proposed rule would be limited by current traffic modeling practices.",none
"The commenter asserted that the final rule would benefit from improved data collection and analysis techniques, a more standardized approach to documenting projects within the STIP/TIP and ensuring a requirement that emissions from induced demand be included in modeling.",none
"Response:

The FHWA believes the data and methods specified in the NPRM are appropriate to evaluate performance related to the GHG measure.",none
"State CO2

estimates are calculated by multiplying gallons of fuel taxed by each State by the CO2

emissions for each fuel type.",none
"The FHWA's Fuels & FASH database-will serve as the source of fuel use data since it is a national, established, and validated source of fuel use information as reported by States.",none
"The FHWA believes that Fuels & FASH provides advantages for estimating fuel consumption and CO2

emissions compared to model-based approaches, which by necessity are built on simplified mathematical representations of transportation networks, travel choices, vehicle fuel efficiency, and other factors.",none
"Fuels sales data implicitly accounts for travel demand and fuel consumption resulting from transportation policies and investments, including behavioral changes following highway construction (sometimes referred to as “induced demand”).",none
"The FHWA recognizes that fuel sales may not precisely align with the amount of fuel combustion and CO2

emissions within the boundaries of a State, particularly since drivers may cross State lines to purchase fuel.",none
"However, FHWA believes the data and methods for the State DOT metric calculation achieve an appropriate balance between simplicity and accuracy and will 

provide a useful way to monitor trends over time.",none
"The FHWA recognizes that MPOs lack a data source comparable to Fuels & FASH and therefore must estimate CO2

emissions using an approach different from the States.",none
"The FHWA believes that it is appropriate to leave the data and metric calculation methods to the discretion of MPOs, and that it would be unreasonable to specify data collection standards or modeling practices, particularly since some MPOs do not employ technical staff or support travel and emissions models.",none
"However, FHWA has updated the final rule to require MPOs that choose a metric calculation approach not enumerated in section 490.511(d) to demonstrate the method has valid and useful results.",none
"Finally, State DOTs and MPOs may employ travel models, emissions models, and other analytics to support transportation planning, programming, and the development of GHG reduction targets.",none
"In so doing, they can consider the degree to which their models are sensitive to the travel and emissions impacts of GHG reduction strategies and other decisions, such as future highway capacity.",none
"However, FHWA believes it is not appropriate to specify the models or other practices that States and MPOs use for these purposes as part of the final rule.",none
"For additional information related to the CO2

factor, see the discussion under Comments on CO2

Emissions Factor, in this section.",none
"A few commenters expressed support for using existing national data sets for fuel sales and VMT data, while a few comments offered proposed revisions.",none
"Alternatives suggested included allowing States to propose alternative or additional data sets or methodologies and requiring States to use one of the methods offered for MPOs in the proposed rule (

i.e.,

MOVES or FHWA's Energy and Emissions Reduction Policy Analysis Tool (EERPAT)).",none
"Response:

The FHWA has retained the State DOT metric calculation method proposed in the NPRM.",none
"This approach is based on fuel use data that is already collected by States and reported to FHWA, ensuring comparability between State estimates.",none
"As noted in response to the previous comment, FHWA believes this approach provides a more accurate estimate of total fuel use and CO2

emissions than model-based approaches.",none
"The FHWA recognizes that this approach includes some simplifying assumptions, particularly by assuming a similar rate of GHG emissions on NHS and non-NHS facilities per VMT.",none
"While it is expected that emissions rates would differ somewhat between NHS- and non-NHS facilities, FHWA believes that this simplifying assumption is justified since the difference between emissions rates on NHS- and non-NHS facilities would be largely constant from year-to-year and similar across States, providing a consistent way to monitor performance.",none
"For additional information on how the MPO's metric calculation method is selected and documented, see the discussion under Comments on Mutual Agreement on MPO Metric Calculation Method by State DOTs and MPOs, which is part of this section.",none
"Comments on MPO GHG Metric Calculation Method

Comment:

Several commenters addressed MPO metric calculation methodology and reporting.",none
Approximately half of these commenters supported preserving MPOs' flexibility in calculating the GHG metric.,none
"In contrast, a couple of commenters supported requiring MPOs to use the MOVES model to calculate GHG emissions, while one asserted that FHWA should provide the data needed for MPOs to calculate a metric for the GHG measure.",none
"In addition, one commenter questioned the requirement for MPOs to calculate and report tailpipe CO2

emissions on all roads, noting the MPO may choose a methodology that allows for calculating the GHG metric for NHS roads directly.",none
"Response:

Upon consideration of comments, FHWA is preserving MPOs' flexibility to use a range of different approaches in calculating the metric for the GHG measure.",none
The FHWA recognizes that technical capabilities vary across MPOs and that some MPOs may not support a travel demand model or be required to use EPA's MOVES model.,none
"The FHWA also appreciates the observation that some MPOs may choose to calculate tailpipe CO2

emissions on the NHS facilities directly.",none
"This is inherently different from State DOTs, which are required to calculate CO2

emissions for all roads before estimating the proportion of emissions associated with the NHS.",none
"Accordingly, in the final rule, FHWA has removed the requirement for MPOs to report tailpipe CO2

emissions for all roads.",none
"Comments on Mutual Agreement on MPO Metric Calculation Method by State DOTs and MPOs

Comment:

A small number of commenters addressed the requirement for the MPO metric calculation method to be mutually agreed upon by both the State DOT and the MPO.",none
A few commenters opposed the requirement for the MPO to obtain concurrence on the metric calculation method.,none
"Similarly, one commenter recommended that an MPO be allowed to use, without the need to obtain additional approvals, any regional data, models, and methodologies that is already used to measure GHG for purposes of air quality conformity modeling or other GHG performance measures.",none
One commenter recommended the metric calculation method be covered in the “written provisions” section of the system performance report.,none
"Response:

The FHWA agrees with commenters that the requirement for MPOs and States to agree on the MPO's metric calculation method creates burden for both groups.",none
"In response to the comments, FHWA is not requiring the MPO's metric calculation method to be mutually agreed upon by the State DOT and MPO, but MPOs are encouraged to coordinate with the State DOT on the data used to the maximum extent practicable.",none
"The FHWA has instead added a requirement to section 490.107(c)(2)(ii) that if the metric calculation method used by the MPO is not specified in section 490.511(d), the MPO must demonstrate the method's validity and usefulness in measuring transportation-related CO2

emissions in the system performance report.",none
"The FHWA believes that this change will be sufficient to ensure accountability in the methods MPOs use to calculate the GHG metric, absent the requirement for mutual agreement on the method with State DOTs.",none
"Consistent with FHWA's collaboration and coordination requirements in 23 CFR part 450, FHWA encourages MPOs and the State DOTs to work together in identifying methods, tools, and data the MPO's can use to calculate the MPO's metric for the GHG measure.",none
"For additional information related to reporting of the MPO's metric, see the discussion under Comments on MPO Report Content, in the Section-by-Section Discussion for section 490.107.",none
"Comments on the RIA

Comments on the Estimated Cost of the Regulation

Comment:

Many commenters discussed cost estimates from the RIA.",none
Many commenters asserted that the RIA underestimated direct implementation costs of the measure and provided examples of costs that they believe were underestimated.,none
"Examples cited include the time and level of expertise needed to establish targets, conduct biennial reporting, conduct stakeholder engagement, develop and maintain models, and achieve coordination between DOTs, MPOs, and State agencies.",none
Several commenters also asserted that achieving national GHG reduction goals would require significant changes to transportation investments that would carry significant monetary costs and would require significant time to implement.,none
A few commenters also asserted that achieving GHG reductions through strategies to reduce on-road travel activity would create further social and economic costs including increased congestion and travel times.,none
Another commenter asserted that reducing on-road GHG emissions would reduce the consumption of traditionally taxed fuels and require the establishment of a different highway finance revenue model that is not based on the consumption of fossil fuels.,none
"In contrast, several commenters asserted that the burdens of the proposed performance measure would be negligible.",none
These commenters noted that States and MPOs have already established processes and partnerships under the TPM framework and that staff efforts to quantify and report GHG emissions on the NHS would not be expected to create significant cost burden and are in line with existing performance measures.,none
Other commenters noted that work performed in support of the GHG measure would not support other aspects State DOTs' and MPOs' missions in ways that would mitigate net costs of the proposed rule.,none
One State DOT also asked for clarification on how the total costs of compliance in time and cost is calculated.,none
"Response:

The FHWA has reexamined the RIA considering public comments and any updated information, and FHWA has determined that the RIA cost estimates should be primarily unchanged from the RIA in support of the NPRM, with a small reduction in estimated burden based on the elimination of the NPRM requirement for States and MPOs to estimate CO2

emissions for all roads in addition to the NHS.",none
"The FHWA recognizes commenters' observations that many State DOTs and MPOs will need to develop capacity to address GHG emissions through interagency coordination, stakeholder engagement, and the consideration of strategies to support GHG reduction targets.",none
"The FHWA believes that these examples of costs were addressed through the NPRM RIA labor hour estimates for section 490.105, which assume that the level of effort for setting targets in the first reporting period will be approximately twice that of subsequent reporting periods.",none
"The FHWA has included in the RIA a break-even analysis of the CO2

reductions from the rule that would be necessary to equal its costs.",none
"This analysis determined that the required reductions would represent a very small proportion of total transportation CO2

emissions.",none
"In addition, FHWA reiterates State DOTs and MPOs will not experience costs from achieving GHG reduction targets since FHWA is not requiring specific declining target values be established, nor is it mandating penalties for failing to meet the targets established.",none
The FHWA recognizes that changes in fuel use may impact highway funding.,none
"However, as this rulemaking does not require any reductions in fuel use, this issue is outside of the scope of this rulemaking, nor does FHWA have any authority to change the statutory funding scheme established by Congress.",none
"Comments on the Use of the Social Cost of Carbon

Comment:

Several commenters raised concerns about the use of the social cost of carbon dioxide (SC-CO2) to conduct a “break-even” analysis of CO2

reductions required for the proposed measure to equal its costs.",none
"These commenters asserted that use of the Interagency Working Group (IWG) on Social Cost of Greenhouse Gases [19] 

“interim” social costs of GHGs overstate damages from GHG emissions.",none
"In contrast, several commenters noted the social cost of carbon likely significantly underestimates the actual cost of climate damages caused by GHG emissions because important categories of climate damages cannot be quantified.",none
"Response:

As discussed further in the RIA for the final rule, the IWG on Social Cost of Greenhouse Gases published interim estimated for the SC-CO2

per ton of carbon emissions for each year from 2020 to 2050.",reduction
"As noted by the IWG's technical support document prepared under E.O. 13990, the SC-CO2

framework in principle can capture all climate change impacts, including (but not limited to) changes in net agricultural productivity, human health effects, property damage from increased flood risk natural disasters, disruption of energy systems, risk of conflict, environmental migration, and the value of ecosystem services.",none
"The SC-CO2

estimates used in the break-even analysis for this rule were developed over many years, using transparent process, peer-reviewed methodologies, the best science available at the time of that process, and with input from the public.",none
"However, many important categories of climate damages cannot currently be fully quantified and monetized, and so the SC-CO2

values very likely underestimate the climate damages caused by GHG pollution.",none
"The IWG's technical support document further notes that the SC-CO2

as estimated should reflect the societal value of reducing CO2

emissions by one metric ton, and that the SC-CO2

is the theoretically appropriate value to use in conducting economic analyses of policies that affect CO2

emissions.[20] 

The DOT is an IWG member, and FHWA has reviewed the technical support document and has determined that the recommended values are appropriate for use in the break-even analysis in the RIA.",none
"Rulemaking Analyses and Notices

A. Executive Order 12866 (Regulatory Planning and Review), Executive Order 13563 (Improving Regulation and Regulatory Review), and DOT Regulatory Policies and Procedures

The Office of Management and Budget (OMB) has determined that this rulemaking is a significant regulatory action within the meaning of E.O. 12866, as amended by E.O. 14094 (“Modernizing Regulatory Review”), because it raises legal or policy issues for which centralized review would meaningfully further the President's 

priorities or the principles set forth E.O. 12866.",none
The rule will not have an annual effect on the economy of $200 million or more.,none
"The rule will not adversely affect in a material way the economy, any sector of the economy, productivity, competition, jobs, the environment, public health or safety, or State, local, territorial, or tribal governments or communities.",none
"In addition, the changes would not interfere with any action taken or planned by another agency and would not materially alter the budgetary impact of any entitlements, grants, user fees, or loan programs.",none
"As described above, FHWA estimates that total costs associated with this rule, between 2023 and 2032, will be $10.8 million, discounted at 7 percent, and $12.7 million discounted at 3 percent (these figures are estimated in 2020 dollars).",none
"On an annual basis, the total costs would be $1,535,045 discounted at 7 percent and $1,494,406 discounted at 3 percent.",none
"The FHWA is unable to quantify the benefits of the rulemaking; consequently, FHWA describes the expected benefits qualitatively in the preamble and the RIA.",none
"These benefits include potentially significant reductions in GHG emissions resulting from decisions and actions based on greater consideration of GHG emissions in transportation planning, public awareness of GHG emissions trends, and better information on the impact of transportation decisions on GHG emissions.",none
"While many of the benefits in the proposed rule are difficult to quantify, FHWA believes that the benefits justify the costs.",none
"As discussed in greater detail in the RIA, FHWA estimates that benefits of this rule would exceed its costs with a reduction of less than 0.01 percent of the average annual amount of CO2

emissions from U.S. transportation sources in 2019, based on a range of discount rates used to estimate the social cost of CO2

and the 7 and 3 percent discount rates used to estimate the total costs of the final rule.",none
The full RIA is available in the docket.,none
"B. Regulatory Flexibility Act

In compliance with the Regulatory Flexibility Act (Pub.",none
"L. 96-354, 5 U.S.C. 601-612), FHWA has evaluated the effects of this rule on small entities and has determined that it is not anticipated to have a significant economic impact on a substantial number of small entities.",none
The rule will affect two types of entities: State governments and MPOs.,none
State governments are not included in the definition of small entity set forth in 5 U.S.C. 601.,none
"Metropolitan planning organizations are considered governmental jurisdictions, and to qualify as a small entity they would need to serve fewer than 50,000 people.",none
"Metropolitan planning organizations are designated to serve UZAs with populations of 50,000 or more.",none
"Therefore, FHWA certifies that the rule will not have a significant economic impact on a substantial number of small entities.",none
"C. Unfunded Mandates Reform Act of 1995

This rule would not impose unfunded mandates as defined by the Unfunded Mandates Reform Act of 1995 (Pub.",none
"The Unfunded Mandates Reform Act of 1995 (section 202(a)) requires us to prepare a written statement, which includes estimates of anticipated impacts, before proposing “any rule that includes any Federal mandate that may result in the expenditure by State, local, and tribal governments, in the aggregate, or by the private sector, of $100,000,000 or more (adjusted annually for inflation) in any one year.” The current threshold after adjustment for inflation is $177 million, using the most current (2022) Implicit Price Deflator for the Gross Domestic Product.",none
"This rule will not result in the expenditure by State, local, and Tribal governments, in the aggregate, or by the private sector, of $177 million or more in any one year (2 U.S.C. 1532).",none
"In addition, the definition of “Federal Mandate” in the Unfunded Mandates Reform Act excludes financial assistance of the type in which State, local, or Tribal governments have authority to adjust their participation in the program in accordance with changes made in the program by the Federal Government.",none
The Federal-aid highway program permits this type of flexibility.,none
"D. Executive Order 13132 (Federalism Assessment)

This rule has been analyzed in accordance with the principles and criteria contained in E.O. 13132, and FHWA has determined that this rule will not have sufficient federalism implications to warrant the preparation of a federalism assessment.",none
The FHWA also has determined that this rule will not preempt any State law or State regulation or affect the States' ability to discharge traditional State governmental functions.,none
"E. Paperwork Reduction Act of 1995

Under the Paperwork Reduction Act of 1995 (PRA) (44 U.S.C. 3501, 

et seq.), Federal agencies must obtain approval from OMB for each collection of information they conduct, sponsor, or require through regulations.",none
The FHWA has determined that this rule contains collection of information requirements for the purposes of the PRA.,none
"This rule introduces a GHG performance measure that will be implemented as part of the overarching TPM regulations in 23 CFR part 490, which includes State DOT reporting on performance.",none
The collection of State DOT reports in support of 23 CFR 490.107 is covered by OMB Control No. 2125-0656.,none
"The FHWA has analyzed this rule under the PRA and has determined the following:

Respondents:

52 State DOTs.",none
"Frequency:

Single State Initial GHG Report, and ongoing biennial reporting.",none
"Estimated Average Burden per Response:

Approximately 88 hours to complete and submit the required report, or 44 hours annually.",none
"Estimated Total Annual Burden Hours:

Approximately 2,288 hours annually.",none
"In addition, MPO coordination and reporting activities are covered by OMB Control No. 2132-0529, Metropolitan and Statewide and Nonmetropolitan Transportation Planning.",none
"F. National Environmental Policy Act

The FHWA has analyzed this rule pursuant to the NEPA and has determined that it is categorically excluded under 23 CFR 771.117(c)(20), which applies to the promulgation of rules, regulations, and directives.",none
Categorically excluded actions meet the criteria for categorical exclusions under the Council on Environmental Quality regulations and under 23 CFR 771.117(a) and normally do not require any further NEPA approvals by FHWA.,none
"This rule will establish in FHWA regulations a performance measure for on-road CO2

emissions on the NHS for use by States and MPOs in measuring transportation performance.",none
"The FHWA does not anticipate any adverse environmental impacts from this rule, the purpose of which is to inform decisionmaking about the transportation sector's contribution to GHG emissions, and thereby contribute to environmental sustainability; moreover, no unusual circumstances are present under 23 CFR 771.117(b).",none
"G. Executive Order 13175 (Tribal Consultation)

The FHWA has analyzed this rule in accordance with the principles and criteria contained in E.O. 13175, “Consultation and Coordination with Indian Tribal Governments.” The rule will implement statutory requirements under 23 U.S.C. 150(c)(3)(A)(ii)(IV)-(V) to establish measures for States to assess the performance of the Interstate and 

non-Interstate NHS, which FHWA interprets to include environmental performance.",none
"This measure establishes requirements only for States and MPOs that receive Title 23 Federal-aid highway funds and have NHS mileage within their jurisdictions; it would not have direct effects on one or more Indian Tribes, would not impose substantial direct compliance costs on Indian Tribal governments, and would not preempt Tribal laws.",none
"Accordingly, the funding and consultation requirements of E.O. 13175 do not apply and a Tribal summary impact statement is not required.",none
"As noted above, FHWA anticipates the benefits from this rulemaking include potentially significant reductions in GHG emissions resulting from decisions and actions based on greater consideration of GHG emissions in transportation planning by States and MPOs, public awareness of GHG emissions trends, and better information on the impact of transportation decisions on GHG emissions.",none
"Although this rulemaking does not apply to Tribes, FHWA expects that Tribes would benefit from potential reductions in GHG emissions that result from State and MPO implementation of this rulemaking.",none
"H. Executive Order 12898 (Environmental Justice)

The E.O. 12898 requires that each Federal Agency make achieving environmental justice part of its mission by identifying and addressing, as appropriate, disproportionately high and adverse human health or environmental effects of its programs, policies, and activities on minorities and low-income populations.",none
The FHWA has determined that this rule does not raise any environmental justice issues.,none
"I. Regulation Identifier Number

A RIN is assigned to each regulatory action listed in the Unified Agenda of Federal Regulations.",none
The Regulatory Information Service Center publishes the Unified Agenda in April and October of each year.,none
The RIN contained in the heading of this document can be used to cross reference this action with the Unified Agenda.,none
"List of Subjects in 23 CFR Part 490

Bridges

Highway safety

Highways and roads

Reporting and recordkeeping requirements

Issued under authority delegated in 49 CFR 1.81 and 1.85.",none
"Shailen P. Bhatt,

Administrator, Federal Highway Administration.",none
"In consideration of the foregoing, FHWA amends Title 23, Code of Federal Regulations by revising part 490, to read as follows:

PART 490—NATIONAL PERFORMANCE MANAGEMENT MEASURES

1.",none
"The authority citation for part 490 continues to read as follows: 

Authority:

23 U.S.C. 134, 135, 148(i), and 150; 49 CFR 1.85.",none
"Amend § 490.101 by adding in alphabetical order the definition of “Fuels and Financial Analysis System—Highways (Fuels & FASH)” to read as follows: 

§ 490.101

Definitions.",none
"Adding paragraph (c)(5); 

b.",none
"Revising paragraph (d) introductory text, and adding paragraphs (d)(1)(v) and (d)(4); 

c.",none
"Adding paragraphs (e)(1)(i), (e)(1)(ii), and (e)(4)(i)(C), revising paragraph (e)(4)(iii), and adding paragraph (e)(10); and 

d.",none
"Revising paragraphs (f)(1)(i) and (f)(3), and adding paragraph (f)(10).",none
"The additions and revisions read as follows:

§ 490.105

Establishment of performance targets.",none
"Targets established by State DOTs and MPOs shall, regardless of ownership, represent the transportation network or geographic area, including bridges that cross State borders, that are applicable to the measures as specified in paragraphs (d)(1), (2), and (4) of this section.",none
The joint target shall represent the performance of the transportation network specified in § 490.503(a)(2).,none
"State DOTs shall establish targets not later than the dates provided in paragraphs (e)(1)(i) and (e)(1)(ii) of this section, and for each performance period thereafter, in a manner that allows for the time needed to meet the requirements specified in this section and so that the final targets are submitted to FHWA by the due date provided in § 490.107(b).",none
Subsequent performance periods will begin as described in paragraph (4)(i)(A) of this section.,none
"Targets established for the GHG measure in paragraph (c)(5) of this section shall be declining targets for reducing tailpipe CO2

emissions on the NHS.",none
"For the GHG measure described in (c)(5) of this section, the targets established shall be declining targets for reducing tailpipe CO2

emissions on the NHS.",reduction
"For each performance measure identified in paragraph (c) of this section, except the CMAQ Traffic Congestion measures in paragraph (f)(5) of this section, MPOs meeting the criteria under paragraph (f)(6)(iii) of this section for Total Emissions Reduction measure, the MPOs shall establish targets for the metropolitan planning area by either:

(i) Agreeing to plan and program projects so that they contribute toward the accomplishment of the relevant State DOT target for that performance measure; or

(ii) Committing to a quantifiable target for that performance measure for their metropolitan planning area.",reduction
"Where an urbanized area contains mainline highways on the NHS, and any portion of that urbanized area is overlapped by the metropolitan planning area boundaries of two or more MPOs, those MPOs shall collectively establish a single joint 4-year target for that urbanized area, described in paragraph (e)(4)(iv) of this section.",none
"The target established shall be a declining target for reducing tailpipe CO2

emissions on the NHS.",reduction
This joint target is in addition to the targets for the metropolitan planning area required in paragraph (f)(1)(i) of this section.,none
"In accordance with paragraph (f)(9) of this section, each MPO shall report the same joint target for the urbanized area.",none
"Revising paragraphs (a)(1) and (b)(1)(i), and adding paragraph (b)(1)(ii)(H); 

b.",none
"Revising paragraph (b)(2)(i) and adding paragraph (b)(2)(ii)(J); 

c.",none
"Revising paragraph (b)(3)(i) and adding paragraph (b)(3)(ii)(I); 

d.",none
"Revising paragraph (c)(2); and 

e.",none
"The additions and revisions read as follows:

§ 490.107

Reporting on performance targets.",none
