"","V1","V2","V3"
"3326","Triumph Energy Partners","Triumph Energy Partners","0"
"3327","Triumph Group Inc.","Triumph Group Inc.","0"
"3328","Trona Operating Partners","Trona Operating Partners","0"
"3329","Tronox Alkali Wyoming CORP","Tronox Alkali Wyoming CORP","0"
"3330","Tronox Inc.","Tronox Inc.","0"
"3331","Tronox LLC","Styron LLC","6"
"3332","Trunkline LNG Co","Trunkline LNG Co","0"
"3333","Trustee's of the California State University","Trustee's of the California State University","0"
"3334","Trustees of Boston University","Trustees of Boston University","0"
"3335","Trustees of Columbia University","Trustees of Columbia University","0"
"3336","Trustees of Columbia University in the City of New York","Trustees of Columbia University in the City of New York","0"
"3337","Trustees of Dartmough College","Trustees of Dartmough College","0"
"3338","Trustees of Dartmouth College","Trustees of Dartmouth College","0"
"3339","Try Energy","Try Energy","0"
"3340","Tube City IMS","Tube City IMS","0"
"3341","Tucker County Solid Waste Authority","Tucker County Solid Waste Authority","0"
"3342","Tucson Electric Power","Tucson Electric Power","0"
"3343","Tucson Electric Power Company","Tucson Electric Power Company","0"
"3344","Tug Hill Operating","Tug Hill Operating","0"
"3345","Tulare County Resource Management Agency","Tulare County Resource Management Agency","0"
"3346","Tulare County Solid Waste Department","Tulare County Solid Waste Department","0"
"3347","Tulsa Cement LLC","Tulsa Cement LLC","0"
"3348","Tumbleweed Midstream, LLC","Tumbleweed Midstream, LLC","0"
"3349","Tunnel Hill Partners","Tunnel Hill Partners","0"
"3350","Twin Rivers Paper LLC","Twin Rivers Paper LLC","0"
"3351","Two Rivers Lumber Co LLC","Two Rivers Lumber Co LLC","0"
"3352","Tyr Energy","Tyr Energy","0"
"3353","Tyr Energy Inc & Chubu Electric Power CO Inc","Tyr Energy Inc & Chubu Electric Power CO Inc","0"
"3354","Tyr Energy Inc & Chubu Electric Power Co Inc","Tyr Energy Inc & Chubu Electric Power CO Inc","2"
"3355","Tyr Energy, Inc & Chubu Electric Power CO, Inc","Tyr Energy Inc & Chubu Electric Power CO Inc","2"
"3356","Tyr Energy, Inc & Chubu Electric Power Co, Inc","Tyr Energy Inc & Chubu Electric Power CO Inc","4"
"3357","Tyr Energy, Inc.","TYR Energy Inc","6"
"3358","Tyr Energy, Inc. and Chubu Electric Power Co., Inc,","Tyr Energy Inc & Chubu Electric Power CO Inc","11"
"3359","Tyr Energy, Inc. and Chubu Electric Power Co., Inc.","Tyr Energy Inc & Chubu Electric Power CO Inc","11"
"3360","Tyson Foods","Tyson Foods","0"
"3361","Tyson Foods Inc.","Tyson Foods Inc.","0"
"3362","Tyson Foods Incorporated","Tyson Foods Inc","9"
"3363","Tyson Foods, Inc","Tyson Foods Inc","1"
"3364","Tyson Foods, Inc.","Tyson Foods Inc.","1"
"3365","Tyson Foods, inc.","Tyson Foods Inc.","3"
"3366","Tyson Poultry, Inc","Tyson Poultry, Inc","0"
"3367","Tyson Poultry, Inc.","Tyson Poultry, Inc","1"
"3368","U. S. Department of Energy","U. S. Department of Energy","0"
"3369","U. S. Government","U. S. Government","0"
"3370","U. S. Steel Corporation","U. S. Steel Corporation","0"
"3371","U.S. Air Force Robins AFB","U.S. Air Force Robins AFB","0"
"3372","U.S. Bureau of Reclamation","U.S. Bureau of Reclamation","0"
"3373","U.S. Department of Agriculture","U.S. Department of Agriculture","0"
"3374","U.S. Department of Energy","U.S. Department of Energy","0"
"3375","U.S. Department of the Army","U.S. Department of the Army","0"
"3376","U.S. GOVERNMENT ~ CHIEF OF NAVAL RESEARCH","GREIF INC","34"
"3377","U.S. Government","U. S. Government","1"
"3378","U.S. Gypsum","GE","11"
"3379","U.S. Gypsum Corporation","U.S. Gypsum Corporation","0"
"3380","U.S. Lime & Minerals, Inc.","U.S. Lime & Minerals, Inc.","0"
"3381","U.S. Renewables Group","U.S. Renewables Group","0"
"3382","U.S. Silica Company","U.S. Silica Company","0"
"3383","U.S. Sugar Corp.","U.S. Sugar Corp.","0"
"3384","UAMPS","UAMPS","0"
"3385","UC REGENTS","UC REGENTS","0"
"3386","UGI CORP","UGI CORP","0"
"3387","UGI Corporation","USG Corporation","2"
"3388","UGI ENERGY SERVICES INC","MGE ENERGY INC","13"
"3389","UGI Energy Services, Inc.","MGE Energy Inc.","14"
"3390","UIL HOLDINGS CORP","UIL HOLDINGS CORP","0"
"3391","UIL Holdings Corporation","Olin Corporation","10"
"3392","ULLICO INFRASTRUCTURE MASTER FUND LP","FTAI INFRASTRUCTURE INC","23"
"3393","ULTRA PETROLEUM ENERGY CORP","ULTRA PETROLEUM ENERGY CORP","0"
"3394","UNIBOARD USA LLC","UNIBOARD USA LLC","0"
"3395","UNIFIED GOVERNMENT OF ATHENS-CLARKE COUNTY","SALT LAKE COUNTY","32"
"3396","UNIFIED GOVERNMENT OF ATHENS-CLARKE COUNTY GEORGIA","SALT LAKE COUNTY","40"
"3397","UNIFIED GOVERNMENT OF WYANDOTTE COUNTY","DEERE & CO","32"
"3398","UNIFIED GOVERNMENT OF WYANDOTTE COUNTY KANSAS","DEERE & CO","39"
"3399","UNIFIED GOVERNMENT OF WYANDOTTE COUNTY/KANSAS CITY KANSAS","MUELLER WATER PRODUCTS INC","49"
"3400","UNIFRAX I LLC","UNIFRAX I LLC","0"
"3401","UNIMIN CORP","UNIMIN CORP","0"
"3402","UNION PARISH POLICE JURY","UNIBOARD USA LLC","20"
"3403","UNISEA INC","UNISEA INC","0"
"3404","UNISEA, INC","UNISEA INC","1"
"3405","UNISOURCE ENERGY CORP","DUKE ENERGY CORP","9"
"3406","UNISOURCE ENERGY CORP (100% Ownership of Units 1 & 2 only / Operator for all units)","UNS Energy Corp (100% Ownership of Units 1 & 2 only / Operator)","36"
"3407","UNIT CORP","UNIT CORP","0"
"3408","UNIT PETROLEUM CO","SAGA PETROLEUM LLC","11"
"3409","UNITED COAL CO LLC","The LYCRA CO LLC","12"
"3410","UNITED CONTINENTAL HOLDINGS INC","PEPCO HOLDINGS INC","17"
"3411","UNITED CONTINENTAL HOLDINGS, INC","PEPCO HOLDINGS INC","18"
"3412","UNITED COOPERATIVE","UNIT CORP","11"
"3413","UNITED DAIRYMEN OF ARIZONA","UNISEA INC","20"
"3414","UNITED ETHANOL LLC","UNIBOARD USA LLC","14"
"3415","UNITED GLOBAL FOODS US HOLDINGS INC","ASHLAND GLOBAL HOLDINGS INC","18"
"3416","UNITED PROPERTIES CORP","UNIT CORP","13"
"3417","UNITED REFINING CO","UNISEA INC","12"
"3418","UNITED STATES GYPSUM COMPANY","DTE ENERGY COMPANY","18"
"3419","UNITED STATES SUGAR CORP","QUESTAR CORP","14"
"3420","UNITED TECHNOLOGIES CORP","CARPENTER TECHNOLOGY CORP","13"
"3421","UNITED WISCONSIN GRAIN PRODUCERS LLC","UNIBOARD USA LLC","26"
"3422","UNIVERSAL STAINLESS & ALLOY PRODUCTS INC","MUELLER WATER PRODUCTS INC","26"
"3423","UNIVERSAL TABLETOP INC","UNISEA INC","14"
"3424","UNIVERSAL TABLETOP INC.","UNISEA INC","15"
"3425","UNIVERSITY OF ARIZONA/BOARD OF REGENTS","UC REGENTS","30"
"3426","UNIVERSITY OF ARIZONA/Board of Regents","Tennessee Board of Regents","28"
"3427","UNIVERSITY OF ARKANSAS SYSTEM","SAINT FRANCIS HEALTH SYSTEM","22"
"3428","UNIVERSITY OF CALIFORNIA","UNIT CORP","17"
"3429","UNIVERSITY OF CALIFORNIA SAN DIEGO","UNIT CORP","27"
"3430","UNIVERSITY OF CALIFORNIA SANTA CRUZ","UNIT CORP","28"
"3431","UNIVERSITY OF CHICAGO","UNIT CORP","16"
"3432","UNIVERSITY OF CINCINNATI","EVERGY INC","18"
"3433","UNIVERSITY OF COLORADO AT BOULDER","UNIT CORP","26"
"3434","UNIVERSITY OF COLORADO AT BOULDER - UTILITY SERVICES","FLORIDA POWER & LIGHT CO","42"
"3435","UNIVERSITY OF DELAWARE","UNIT CORP","17"
"3436","UNIVERSITY OF ILLINOIS","EVERGY INC","18"
"3437","UNIVERSITY OF KENTUCKY","EVERGY INC","18"
"3438","UNIVERSITY OF MAINE SYSTEM","EVERGY INC","22"
"3439","UNIVERSITY OF MARYLAND","UNIT CORP","17"
"3440","UNIVERSITY OF MASSACHUSETTS","US DOE","23"
"3441","UNIVERSITY OF MEDICINE & DENTISTRY OF NEW JERSEY","EVERSOURCE ENERGY","39"
"3442","UNIVERSITY OF MISSISSIPPI","UNIT CORP","20"
"3443","UNIVERSITY OF MISSOURI SYSTEM","UNIT CORP","24"
"3444","UNIVERSITY OF NEBRASKA BOARD OF REGENTS","UC REGENTS","31"
"3445","UNIVERSITY OF NORTHERN IOWA","UNIT CORP","22"
"3446","UNIVERSITY OF NOTRE DAME","UNIT CORP","19"
"3447","UNIVERSITY OF NOTRE DAME DU LAC","UNIFRAX I LLC","24"
"3448","UNIVERSITY OF OKLAHOMA","UNIT CORP","19"
"3449","UNIVERSITY OF PITTSBURGH","UNIT CORP","19"
"3450","UNIVERSITY OF ROCHESTER","UNIT CORP","18"
"3451","UNIVERSITY OF SOUTH CAROLINA","UNIT CORP","23"
"3452","UNIVERSITY OF TENNESSEE","US DOE","19"
"3453","UNIVERSITY OF TEXAS AT AUSTIN","UNISEA INC","21"
"3454","UNIVERSITY OF TEXAS SYSTEM","UNISEA INC","22"
"3455","UNIVERSITY OF TOLEDO","US DOE","16"
"3456","UNIVERSITY OF VERMONT & STATE AGRICULTURAL COLLEGE","EASTMAN CHEMICAL CO","41"
"3457","UNIVERSITY OF VIRGINIA","UNIT CORP","17"
"3458","UNIVERSITY OF WASHINGTON BOARD OF REGENTS","UC REGENTS","33"
"3459","UNIVERSITY SYSTEM OF NEW HAMPSHIRE","UAMPS","29"
"3460","UNS ENERGY CORP","CMS ENERGY CORP","4"
"3461","UNS ENERGY CORP (100% Ownership of Units 1 & 2 only / Operator for all units)","UNS Energy Corp (100% Ownership of Units 1 & 2 only / Operator)","30"
"3462","UP ENERGY LLC","PBF ENERGY INC","7"
"3463","UP PAPER LLC","UP Paper LLC","8"
"3464","UP Paper LLC","UP Paper LLC","0"
"3465","UPCURVE ENERGY LLC","PDC ENERGY INC","10"
"3466","UPM NORTH AMERICA","BP AMERICA INC","13"
"3467","UPPER SOUTHWEST REGIONAL SOLID WASTE MANAGEMENT DISTRICT","ARES MANAGEMENT CORP","44"
"3468","UPSTATE NEW YORK POWER PRODUCERS INC","MUELLER WATER PRODUCTS INC","22"
"3469","URBAN OIL & GAS GROUP LLC","SABINE OIL & GAS LLC","13"
"3470","URBAN OIL & GAS GROUP, LLC","SABINE OIL & GAS LLC","14"
"3471","URSA RESOURCES GROUP","MDU RESOURCES GROUP INC","9"
"3472","URSA Resources Group","URSA Resources Group","0"
"3473","US Air Force Malmstrom AFB MT","US Air Force Malmstrom AFB MT","0"
"3474","US Army Garrison-Redstone Arsenal","US Army Garrison-Redstone Arsenal","0"
"3475","US CERAMICS LLC","SCI LLC","8"
"3476","US DEPT OF THE ARMY","US DOE","13"
"3477","US DOE","US DOE","0"
"3478","US DOE-ID Operations Office","TXI Operations Inc","17"
"3479","US Department of Defense","US Department of Energy","9"
"3480","US Department of Energy","US Department of Energy","0"
"3481","US Department of the Army","U.S. Department of the Army","2"
"3482","US ENERGY DEVELOPMENT CORP","CMS ENERGY CORP","15"
"3483","US ENRICHMENT CORP","UNIMIN CORP","9"
"3484","US Energy Development Corp","UNS Energy Corp","13"
"3485","US Enrichment Corporation","US Enrichment Corporation","0"
"3486","US GOVERNMENT","US DOE","9"
"3487","US GOVERNMENT (%)","US DOE","13"
"3488","US GYPSUM","UAMPS","8"
"3489","US GYPSUM CO","3M CO","9"
"3490","US Gypsum","GE","9"
"3491","US LIME & MINERALS INC","EAGLE MATERIALS INC","15"
"3492","US MINERAL PRODUCTS CO INC","MAXIM INTEGRATED PRODUCTS INC","17"
"3493","US Marine Corps","Scana Corp","9"
"3494","US Navy","US DOE","7"
"3495","US OF AMERICA ACTING BY & THROUGH THE ARCHITECT OF THE CAPITOL","BP AMERICA INC","52"
"3496","US PREMIUM BEEF LTD","KYOEI STEEL LTD","16"
"3497","US REALM VENTURES LLC","UC REGENTS","15"
"3498","US Realm Ventures, LLC","Team Ten LLC","14"
"3499","US SALT INVESTORS LLC","TAK INVESTMENT LLC","15"
"3500","US SILICA CO","UGI CORP","10"
"3501","US SILICA HOLDINGS INC","POST HOLDINGS INC","11"
"3502","US STEEL CORP","INTEL CORP","7"
"3503","US SUGAR CORP","QUESTAR CORP","7"
"3504","US Salt Investors, LLC","Scala Energy LLC","16"
"3505","US Silica CO","U.S. Silica Company","9"
"3506","USA COMPRESSION PARTNERS LP","MARKWEST ENERGY PARTNERS LP","20"
"3507","USA Compression Partners, LP","OCI Partners LP","17"
"3508","USA ENERGY GROUP LLC","SABINAL ENERGY LLC","12"
"3509","USA Energy Group, LLC","Tellus Energy Group, LLC","9"
"3510","USEC Inc.","CEMEX Inc.","7"
"3511","USG CORP","UGI CORP","2"
"3512","USG Corporation","USG Corporation","0"
"3513","USP HOLDINGS INC","POST HOLDINGS INC","5"
"3514","USP Holdings Inc.","Post Holdings, Inc.","6"
"3515","USRG","GE","4"
"3516","USS GALVANIZING INC","ADVANSIX INC","13"
"3517","USS GALVANIZING, INC","ADVANSIX INC","14"
"3518","USS Galvanizing, Inc.","Spansion Inc.","14"
"3519","UTAH ASSOCIATED MUNICIPAL POWER SYSTEM","CAPITAL POWER CORP","32"
"3520","UTAH ASSOCIATED MUNICIPAL POWER SYSTEMS","CAPITAL POWER CORP","33"
"3521","UTAH GAS CORP","UGI CORP","7"
"3522","UTAH MUNICIPAL POWER AGENCY","CAPITAL POWER CORP","21"
"3523","UTAH MUNICIPAL POWER AGENCY (INC)","AMGEN INC","24"
"3524","UTAH MUNICIPAL POWER ASSOC","CAPITAL POWER CORP","20"
"3525","UTAH STATE UNIVERSITY","HEI","18"
"3526","UTAHAMERICAN ENERGY INC","MGE ENERGY INC","11"
"3527","UTELILTE CORP","UNIT CORP","6"
"3528","UTICA GAS SERVICES LLC","SCI LLC","17"
"3529","UTILITIES BOARD OF THE CITY OF TRUSSVILLE","UNIBOARD USA LLC","33"
"3530","UTILITIES BOARD OF THE CITY OF TRUSSVILLE ALABAMA","LAREDO PETROLEUM","41"
"3531","Ullico Infrastructure Master Fund, LP","Starwood Energy Infrastructure Fund LP","27"
"3532","Ultimate Ethanol LLC dba. Poet Biorefining Alexandria","Summit Ethanol, LLC dba POET Biorefining-Leipsic","33"
"3533","Ultra Petroleum Energy Corporation","Valero Energy Corporation","13"
"3534","UniSea, Inc.","One Gas, Inc.","7"
"3535","UniSource Energy Corporation","Stone Energy Corporation","8"
"3536","UniSource Energy Corporation (100% Ownership of Units 1 & 2 only / Operator for all units)","UNS Energy Corp (100% Ownership of Units 1 & 2 only / Operator)","29"
"3537","Uniboard USA LLC","Linde LLC","13"
"3538","Unified Government of Wyandotte County/Kansas City Kansas","Unified Government of Wyandotte County","19"
"3539","Unifrax I LLC","SCI LLC","10"
"3540","Unimin Corporation","Olin Corporation","6"
"3541","Union Oil Company of California","University of California","17"
"3542","Union Parish Police Jury","Union Parish Police Jury","0"
"3543","Union Power Partners, LP","Sterling Power Partners, LP","9"
"3544","Union Underwear Company, Inc dba Fruit of the Loom","Kinder Morgan, Inc.","41"
"3545","Unit Corp","USG Corp","5"
"3546","Unit Petroleum Company","Occidental Petroleum Company","10"
"3547","United Coal Company, LLC","United Coal Co LLC","6"
"3548","United Continental Holdings, Inc","United Continental Holdings Inc","1"
"3549","United Continental Holdings, Inc.","United Continental Holdings Inc","2"
"3550","United Cooperative","Santee Cooper","11"
"3551","United Dairymen of Arizona","United Dairymen of Arizona","0"
"3552","United Ethanol LLC","United Ethanol LLC","0"
"3553","United Global Foods US Holdings Inc","Statoil US Holdings Inc","20"
"3554","United Malt Group","The Kraft Group","12"
"3555","United Refining Inc.","United Refining Inc.","0"
"3556","United States Army","United States Sugar Corp","12"
"3557","United States Bureau of Reclamation","U.S. Bureau of Reclamation","13"
"3558","United States Department of Defense","US Department of Energy","20"
"3559","United States Department of Energy","US Department of Energy","11"
"3560","United States Gypsum Companu","United States Gypsum Company","2"
"3561","United States Gypsum Company","United States Gypsum Company","0"
"3562","United States Premium Beef","United States Sugar Corp","18"
"3563","United States Premium Beef Ltd","United States Sugar Corp","22"
"3564","United States Premium Beef, Ltd.","United States Sugar Corp","24"
"3565","United States Steel","United States Steel Corporation","12"
"3566","United States Steel Corporation","United States Steel Corporation","0"
"3567","United States Steel corporation","United States Steel Corporation","2"
"3568","United States Sugar Corporation","United States Sugar Corp","7"
"3569","United States of America, acting by and through the Architect of the Capitol","United States Sugar Corp","60"
"3570","United Technologies Company","United Technologies Corp","5"
"3571","United Technologies Corporation","United Technologies Corp","7"
"3572","United Wisconsin Grain Producers LLC","Trenton Agri Products LLC","23"
"3573","Univeristy of California","University of California","2"
"3574","Univerity of North Texas System","University of Texas System","7"
"3575","Universal Stainless & Alloy Products, Inc.","Universal Stainless & Alloy Products, Inc.","0"
"3576","University of Arizona/Arizona Board of Regents","University of Arizona/Arizona Board of Regents","0"
"3577","University of Arkansas System","University of Arkansas System","0"
"3578","University of California","University of California","0"
"3579","University of California San Diego","University of California","10"
"3580","University of Chicago","University of Chicago","0"
"3581","University of Cincinnati","University of Cincinnati","0"
"3582","University of Colorado at Boulder Powerhouse","University of Colorado at Boulder","11"
"3583","University of Connecticut","University of Connecticut","0"
"3584","University of Kentucky","University of Kentucky","0"
"3585","University of Maryland","University of Maryland","0"
"3586","University of Massachusetts","University of Massachusetts","0"
"3587","University of Mississippi","University of Mississippi","0"
"3588","University of Nebraska","University of Delaware","10"
"3589","University of Nebraska Board of Regents","University of Nebraska Board of Regents","0"
"3590","University of North Dakota","University of North Dakota","0"
"3591","University of Northern Iowa","University of Northern Iowa","0"
"3592","University of Notre Dame","University of Notre Dame","0"
"3593","University of Oklahoma Board of Regents","University of Oklahoma Board of Regents","0"
"3594","University of Pittsburgh - Of the Commonwealth System of Higher Education","Temple University of the Commonwealth System of Higher Education","23"
"3595","University of Rochester","University of Rochester","0"
"3596","University of South Carolina","University of South Carolina","0"
"3597","University of Texas at Austin","University of Texas at Austin","0"
"3598","University of Toledo","University of Toledo","0"
"3599","University of Vermont and State Agricultural College","University of Vermont & State Agricultural College","4"
"3600","University of Virginia - State of Virginia","University of Virginia","20"
"3601","University of Washington Board of Regents","University of Washington Board of Regents","0"
"3602","Unknown-Recently Changed","Dow","23"
"3603","UpCurve Energy LLC","UpCurve Energy LLC","0"
"3604","Upper Southwest Regional Solid Waste Management District","Upper Southwest Regional Solid Waste Management District","0"
"3605","Upstate New York Power Producers, Inc.","Upstate New York Power Producers Inc","2"
"3606","Utah Associated Municipal Power Systems","Utah Associated Municipal Power Systems","0"
"3607","Utah Gas CORP","UGI CORP","7"
"3608","Utah Municipal Power Agency","Utah Municipal Power Agency","0"
"3609","Utah Municipal Power Association","Utah Municipal Power Agency","13"
"3610","Utah State University","Utah State University","0"
"3611","UtahAmerican Energy Inc.","Westar Energy Inc","13"
"3612","Utelilte Corporation","Intel Corporation","7"
"3613","Utica Energy LLC","UP Energy LLC","5"
"3614","Utica Gas Services, L.L.C","Utica Gas Services, LLC","2"
"3615","Utilities Board of the City of Trussville","The Gas Board of the City of Boaz","26"
"3616","V&M STAR Ohio, LLP","V&M STAR Ohio, LLP","0"
"3617","V&M STAR Texas, LLP","V&M STAR Ohio, LLP","9"
"3618","V&M USA Corporation","V&M USA Corporation","0"
"3619","VAL VERDE GAS GATHERING CO LP","MATERION CORP","22"
"3620","VALENCE OPERATING CO","BOEING CO","13"
"3621","VALERO CORP","XEROX CORP","5"
"3622","VALERO ENERGY CORP","TALEN ENERGY CORP","5"
"3623","VALLEY MINERALS LLC","ALLETE INC","13"
"3624","VALLEY PROTEINS INC","ALLETE INC","9"
"3625","VALLOUREC STAR","LONZA","13"
"3626","VALLOUREC STAR LP","QUESTAR CORP","13"
"3627","VANDERBILT UNIVERSITY BOARD OF TRUST","QUESTAR CORP","30"
"3628","VANGUARD NATURAL RESOURCES INC","SAGE NATURAL RESOURCES LLC","12"
"3629","VANGUARD PROPERTIES CO","AVANGRID INC","16"
"3630","VANTAGE ENERGY LLC","SABINAL ENERGY LLC","8"
"3631","VANTAGE SPECIALTY CHEMICALS INC","EAGLE MATERIALS INC","20"
"3632","VAQUERO PERMIAN GATHERING LLC","ANTERO MIDSTREAM LLC","23"
"3633","VAQUERO PERMIAN PROCESSING LLC","CARBO CERAMICS INC","22"
"3634","VCG ELK CREEK NO1 LLC","CREE INC","15"
"3635","VCG Elk Creek No. 1 LLC","SCI LLC","20"
"3636","VECTOR PIPELINE LP","MPLX LP","15"
"3637","VECTOR PIPELINE, LP","MPLX LP","16"
"3638","VECTREN CORP","AMEREN CORP","5"
"3639","VENADO OPERATING CO LLC","BOEING CO","16"
"3640","VENATOR MATERIALS LLC","EAGLE MATERIALS INC","12"
"3641","VENCER ENERGY LLC","CVR ENERGY INC","9"
"3642","VENOCO INC","GEVO INC","6"
"3643","VENTURA REFINING & TRANSMISSION","COEUR MINING INC","23"
"3644","VENTURA REGIONAL SANITATION DISTRICT","INGREDION INC","29"
"3645","VENTURE GLOBAL LNG INC","EVERGY INC","16"
"3646","VEOLIA ENVIRONMENT NORTH AMERICA REGENERATION SERVICES LLC","GFL ENVIRONMENTAL INC","43"
"3647","VEOLIA ENVIRONMENT NORTH AMERICAN OPERATIONS INC","GFL ENVIRONMENTAL INC","33"
"3648","VEOLIA ENVIRONMENTAL SERVICES","GFL ENVIRONMENTAL INC","14"
"3649","VEOLIA ENVIRONMENTAL SERVICES NORTH AMERICA CORP","GFL ENVIRONMENTAL INC","31"
"3650","VERDAD RESOURCES LLC","EOG RESOURCES INC","11"
"3651","VERDUN OIL CO","MARATHON OIL CO","10"
"3652","VERESEN INC","CREE INC","5"
"3653","VERESEN US POWER INC","CREE INC","14"
"3654","VERESEN US POWER, INC","CREE INC","15"
"3655","VERESEN, INC","CREE INC","6"
"3656","VERIS GOLD USA INC","DIODES INC","12"
"3657","VERMONT ELECTRIC POWER CO","AMERICAN ELECTRIC POWER","12"
"3658","VERMONT ELECTRIC POWER COMPANY","AMERICAN ELECTRIC POWER CO INC","16"
"3659","VERSADO","GE","7"
"3660","VERSO CORP","XEROX CORP","4"
"3661","VERSO PAPER CORP","PPL CORP","10"
"3662","VERSO PAPER HOLDINGS LLC","PEPCO HOLDINGS INC","16"
"3663","VERSUM MATERIALS INC","EAGLE MATERIALS INC","9"
"3664","VERSUM MATERIALS US LLC","EAGLE MATERIALS INC","16"
"3665","VERTELLUS HOLDINGS LLC","DELEK US HOLDINGS INC","13"
"3666","VERTEX ENERGY","MGE ENERGY","7"
"3667","VIATRIS INC","AEMETIS INC","6"
"3668","VICINITY ENERGY","DEVON ENERGY","9"
"3669","VICINITY ENERGY INC","PDC ENERGY INC","9"
"3670","VICINITY ENERGY LLC","SABINAL ENERGY LLC","11"
"3671","VICTORIA CITY POWER LLC","CAPITAL POWER CORP","17"
"3672","VICTORIA PORT POWER LLC","CAPITAL POWER CORP","17"
"3673","VIKING ENERGY OF MCBAIN LLC","MGE ENERGY INC","17"
"3674","VINE OIL & GAS LP","SABINE OIL & GAS LLC","7"
"3675","VINTON STEEL LLC","INTEL CORP","12"
"3676","VIRGIN ISLANDS WATER & POWER AUTHORITY","SACRAMENTO POWER AUTHORITY","24"
"3677","VIRGINIA COMMONWEALTH UNIVERSITY","PENN VIRGINIA CORP","26"
"3678","VIRTUS HOLDINGS","ITC HOLDINGS CORP","10"
"3679","VISCOFAN USA INC","ARCOSA INC","10"
"3680","VISCOFAN USAINC","COVANCE INC","10"
"3681","VISHAY INTERTECHNOLOGY INC","MICRON TECHNOLOGY INC","15"
"3682","VISKASE COS INC","ARCOSA INC","9"
"3683","VISTA METALS CORP","AVISTA CORP","8"
"3684","VISTRA CORP","AVISTA CORP","2"
"3685","VISTRA ENERGY CORP","FIRSTENERGY CORP","6"
"3686","VITRO ASSETS CORP","AES CORP","9"
"3687","VITRO FLAT GLASS LLC","SCI LLC","17"
"3688","VITRUVIAN EXPLORATION LLC","TALLGRASS OPERATIONS LLC","19"
"3689","VOESTALPINE TEXAS LLC","SCI LLC","16"
"3690","VOGEL HOLDING INC","POST HOLDINGS INC","8"
"3691","VOLT PARENT LP","DOMTAR CORP","13"
"3692","VOLTAGE FINANCE LLC","AMGEN INC","14"
"3693","VOLUSIA COUNTY BOARD OF COUNTY COMMISSIONERS","SALT LAKE COUNTY","36"
"3694","VOLVO GROUP TRUCK OPERATIONS","FPL GROUP INC","21"
"3695","VONCO II LLC","SCI LLC","7"
"3696","VOPAK TERMINALS NORTH AMERICA INC","BP PRODUCTS NORTH AMERICA INC","18"
"3697","VOTORANTIM CIMENTOS NORTH AMERICA","SAINT GOBAIN NORTH AMERICA","19"
"3698","VOTORANTIM CIMENTOS NORTH AMERICA INC","BP PRODUCTS NORTH AMERICA INC","22"
"3699","VSI HOLDINGS LLC","ITC HOLDINGS CORP","9"
"3700","VSI Holdings LLC","SNF Holding Co","8"
"3701","VULCAN MATERIALS CO","EAGLE MATERIALS INC","12"
"3702","VVF INTERVEST LLC","TAK INVESTMENT LLC","13"
"3703","VVF Intervest LLC","Terves INC","13"
"3704","Val Verde Gas Gathering Company L.P.","Southern Company","26"
"3705","Val Verde Gas Gathering Company LP","Southern Company","24"
"3706","Vale SA","Vale SA","0"
"3707","Valence Operating Company","Stepan Company","15"
"3708","Valero","Valero","0"
"3709","Valero Corporation","Valero Corporation","0"
"3710","Valero Energy","Valero Energy","0"
"3711","Valero Energy Coporation","Valero Energy Coporation","0"
"3712","Valero Energy Corp","Valero Energy Corp","0"
"3713","Valero Energy Corporation","Valero Energy Corporation","0"
"3714","Valero Renewable Fuels Company, LLC","Seattle Steam Company LLC","24"
"3715","Validus Energy","Valero Energy","7"
"3716","Validus Energy LLC","Talos Energy LLC","6"
"3717","Valley Proreins, Inc","Rogue Valley Properties, Inc.","13"
"3718","Valley Proteins","Valero","9"
"3719","Valley Proteins, Inc","Rogue Valley Properties, Inc.","13"
"3720","Vallourec Star","Vallourec Star","0"
"3721","Vallourec Star, LP","Vallourec Star","4"
"3722","Van Buren Energy LLC","Vantage Energy LLC","8"
"3723","Vanderbilt University Board of Trust","The Vanderbilt University","19"
"3724","Vanguard Natural Resources, INCORPORATED","Vanguard Natural Resources Inc","14"
"3725","Vanguard Natural Resources, Inc.","Vanguard Natural Resources Inc","2"
"3726","Vanguard Natural Resources, LLC","Vanguard Natural Resources Inc","7"
"3727","Vanguard Operating, LLC","Venado Operating Co LLC","10"
"3728","Vantage Energy II, LLC","Vantage Energy LLC","4"
"3729","Vantage Energy, LLC","Vantage Energy LLC","1"
"3730","Vantage Oleochemicals Inc.","Eagle Materials Inc.","18"
"3731","Vantage Specialty Chemicals","Sun Chemical","19"
"3732","Vaquero Permian Gathering LLC","Vaquero Permian Gathering LLC","0"
"3733","Vaquero Permian Processing LLC","Vaquero Permian Gathering LLC","11"
"3734","Vector Pipeline","Vector Pipeline LP","3"
"3735","Vector Pipeline, LP","Vector Pipeline LP","1"
"3736","Vectren","Vectren Corp","5"
"3737","Vectren Corporation","Verso Corporation","6"
"3738","Vectren Fuels","Vectren Corp","9"
"3739","Venator Materials LLC","Venator Materials LLC","0"
"3740","Vencer Energy LLC","Spectra Energy LLC","7"
"3741","Venoco Inc.","Sunoco Inc","5"
"3742","Ventura Refining and Transmission, LLC","Ventura Refining & Transmission","9"
"3743","Ventura Regional Sanitation District","Ventura Regional Sanitation District","0"
"3744","Venture Global LNG INC","Venture Global LNG Inc","4"
"3745","Veolia Environement North America Operations","Veolia Environmental Services North America Corp","24"
