"PARENT COMPANIES","REPORTING YEAR","GHG QUANTITY (METRIC TONS CO2e)"
"BERKSHIRE HATHAWAY (100%)",2012,29071
"BERKSHIRE HATHAWAY (100%)",2012,28318
"BERKSHIRE HATHAWAY (100%)",2012,103236
"LUCITE INTERNATIONAL INC (100%)",2012,67790
"LYONDELLBASELL (100%)",2012,264097
"AMERICAN AIR LIQUIDE HOLDINGS, INC (100%)",2012,566642
"LaPorte Methanol Company (100%)",2012,4937
"PDV HOLDING INC (100%)",2012,38580
"LINDE GAS NORTH AMERICA, LLC (100%)",2012,133328
"BP AMERICA INC (100%)",2012,846830
"MALLINCKRODT INC (100%)",2012,41235
"MARTIN MIDSTREAM PARTNERS LP (100%)",2012,15372
"Merck Sharp & Dohme Corp (100%)",2012,52293
"MERCK & CO INC (100%)",2012,90851
"Mexichem Fluor Inc. (100%)",2012,156412
"Phosphate Holdings Inc (100%)",2012,66606
"MONSANTO CO (100%)",2012,93484
"Monsanto Company (100%)",2012,70655
"Monument Chemical Inc. (100%)",2012,70147
"MORTON SALT INC (100%)",2012,152210
"MOMENTIVE PERFORMANCE MATERIALS HOLDINGS LLC (100%)",2012,29855
"MERCK & CO INC (100%)",2012,267171
"LONZA (100%)",2012,50460
"The Mosaic Company (100%)",2012,132293
"The Mosaic Company (100%)",2012,44150
"CF INDUSTRIES HOLDINGS INC (100%)",2012,154094
"THE MOSAIC CO (100%)",2012,12758
"The Mosaic Company (100%)",2012,9740
"The Mosaic Company (100%)",2012,253409
"The Mosaic Company (100%)",2012,106786
"The Mosaic Company (100%)",2012,3376
"The Mosaic Company (100%)",2012,138736
"HOLLYFRONTIER CORP (100%)",2012,157430
"WILLIAMS OLEFINS LLC (100%)",2012,654877
"NOVARTIS PHARMACEUTICALS CORP (100%)",2012,26944
"Natural Soda (100%)",2012,29890
"NA Industries, Inc. (100%)",2012,19385
"Motiva Enterprises, LLC (50%); Shell Petroleum Inc. (Shell Chemical LP - Norco, LA)  (50%)",2012,226440
"ABBOTT LABORATORIES (100%)",2012,80241
"EKA CHEMICALS INC (100%)",2012,32242
"OCCIDENTAL PETROLEUM CORP (100%)",2012,80758
"OCCIDENTAL PETROLEUM CORP (100%)",2012,136569
"OCCIDENTAL PETROLEUM CORP (100%)",2012,33617
"OCCIDENTAL PETROLEUM CORP (100%)",2012,1429946
"OCCIDENTAL PETROLEUM CORP (100%)",2012,24196
"Albiorix Inc. (100%)",2012,263534
"ONEOK Partners, L.P. (100%)",2012,25772
"OCCIDENTAL PETROLEUM CORP (100%)",2012,100777
"OCCIDENTAL PETROLEUM CORP (100%)",2012,1270038
"Occidental Petroleum Corporation (100%)",2012,114565
"OLIN CORP (100%)",2012,29472
"ORION ENGINEERED CARBONS LLC (100%)",2012,191257
"ORION ENGINEERED CARBONS LLC (100%)",2012,250124
"MONSANTO CO (100%)",2012,446838
"US ENRICHMENT CORP (100%)",2012,64920
"CABOT CORP (100%)",2012,113341
"PCS NITROGEN FERTILIZER LP (100%)",2012,342861
"Potash Holding Company, Inc. (100%)",2012,1724206
"PCS Nitrogen Ohio, L.P. (100%)",2012,1343886
"POTASH HOLDING CO, INC (100%)",2012,437431
"ASRC (100%)",2012,19337
"PFIZER, INC (100%)",2012,111645
"Phillips 66 Company (100%)",2012,247170
"PMC GROUP (100%)",2012,88532
"Fostoria Ethanol LLC (100%)",2012,93983
"PQ CORP (100%)",2012,16234
"PQ CORP (100%)",2012,25441
"PQ CORP (100%)",2012,18212
"PQ CORP (100%)",2012,13335
"PQ CORP (100%)",2012,11901
"PQ CORP (100%)",2012,15547
"Praxair, Inc. (100%)",2012,112875
"Praxair, Inc. (100%)",2012,608103
"PRAXAIR INC (100%)",2012,41666
"Praxair, Inc (100%)",2012,540895
"Praxair, Inc. (100%)",2012,39398
"Praxair, Inc. (100%)",2012,388236
"Praxair, Inc. (100%)",2012,1418022
"LSB INDUSTRIES INC (100%)",2012,269185
"Enterprise Products Operating, LLC (100%)",2012,33073
"DSM PHARMACEUTICALS PRODUCT (100%)",2012,34818
"PBF Energy (100%)",2012,30473
"PFIZER, INC (100%)",2012,106643
"PFIZER, INC (100%)",2012,48787
"Phillips 66 Company (100%)",2012,125878
"Phillips 66 Company (100%)",2012,219429
"Phillips 66 Company (100%)",2012,477717
"ConocoPhillips (100%)",2012,178959
"Praxair, Inc. (100%)",2012,75039
"PRAXAIR INC (100%)",2012,27173
"Praxair, Inc. (100%)",2012,781428
"Praxair, Inc (100%)",2012,538303
"The Procter & Gamble Company (81.3%); DTE ENERGY CO (18.7%)",2012,266068
"TESORO CORP (100%)",2012,109000
"Renewable Energy Group, Inc. (100%)",2012,25812
"THE DOW CHEMICAL CO (100%)",2012,366409
"Rubicon LLC (100%)",2012,60196
"Rousselot, Inc. (100%)",2012,40294
"E I DU PONT DE NEMOURS & CO (100%)",2012,826653
"Phillips 66 Company (100%)",2012,111117
"SAN JOAQUIN REFINING COMPANY, INC. (100%)",2012,24713
"Sanofi Pasteur Inc. (100%)",2012,38232
"Savannah River Nuclear Solutions, LLC (100%)",2012,104890
"SC JOHNSON AND SON INC (100%)",2012,22013
"Shell Petroleum, Inc. (100%)",2012,918606
"SHELL CHEMICAL LP (100%)",2012,10892
"DEER PARK REFINING LP (50%); Shell Petroleum Inc.  (50%)",2012,249046
"Shell Petroleum Inc (100%)",2012,888077
"C-K TECH, INC (100%)",2012,514179
"SI GROUP INC (100%)",2012,76420
"JR SIMPLOT CO (100%)",2012,72537
"THE SINCLAIR COS (100%)",2012,367689
"SNF Holding Company (100%)",2012,67592
"SOLUTIA INC (100%)",2012,31289
"Solvay Chemicals, Inc. (100%)",2012,47983
"Arabian American Development Company (100%)",2012,68449
"STEPAN CO (100%)",2012,34407
"Syngenta Corp. (100%)",2012,55927
"MERISOL USA LLC (100%)",2012,62380
"SASOL NORTH AMERICA INC (100%)",2012,724244
"AIR PRODUCTS & CHEMICALS INC (100%)",2012,58446
"RHODIA INC (100%)",2012,27727
"THE DOW CHEMICAL CO (100%)",2012,2089716
"NORTHERN TIER ENERGY LLC (100%)",2012,104948
"Pinona Holdings, Inc (100%)",2012,26142
"Taminco Inc. (100%)",2012,39027
"Taminco Inc. (100%)",2012,59012
"Tate & Lyle Ingredients Americas LLC (100%)",2012,30124
"CF INDUSTRIES HOLDINGS INC (100%)",2012,1381413
"TESORO CORP (100%)",2012,89620
"TESORO CORP (100%)",2012,403064
"TETRA TECHNOLOGIES INC (100%)",2012,6040
"TETRA TECHNOLOGIES INC (100%)",2012,41903
"JW CHILDS LP (100%)",2012,36758
"EXXON MOBIL CORPORATION (100%)",2012,1184164
"TPC Group LLC (100%)",2012,78833
"TPC Group Inc. (100%)",2012,418375
"TRADEMARK NITROGEN CORP (100%)",2012,76613
"Tronox LLC (100%)",2012,327918
"The Mosaic Company (100%)",2012,1301933
"Tate & Lyle Sucralose LLC (100%)",2012,43905
"Tesoro Corporation (100%)",2012,45985
"THE DOW CHEMICAL CO (100%)",2012,50237
"THE DOW CHEMICAL CO (100%)",2012,2663225
"AGRIUM US INC (100%)",2012,132999
NA,2012,46609
"THE DOW CHEMICAL CO (100%)",2012,739789
"THE DOW CHEMICAL CO (100%)",2012,117432
"THE DOW CHEMICAL CO (100%)",2012,14734
"HONEYWELL INTERNATIONAL, INC (100%)",2012,27832
NA,2012,261088
"VALERO CORP (100%)",2012,369813
"VALERO CORP (100%)",2012,728119
"VALERO CORP (100%)",2012,1058927
"VALERO ENERGY CORP (100%)",2012,161999
"VALERO CORP (100%)",2012,198150
"Vantage Oleochemicals Inc. (100%)",2012,42665
"Terra Nitrogen Company, LP (100%)",2012,3237050
"VVF INTERVEST LLC (100%)",2012,45464
"VALERO CORP (100%)",2012,771843
"E I DU PONT DE NEMOURS & CO (100%)",2012,40931
"Air Products and Chemicals, Inc. (100%)",2012,410480
"VSI HOLDINGS LLC (100%)",2012,92983
"WASHINGTON MILLS ELECTRO MINERALS CORP (100%)",2012,139396
"SHELL OIL CO (100%)",2012,20575
"WESTLAKE CHEMICAL CORP (100%)",2012,1055582
"WESTLAKE CHEMICAL CORP (100%)",2012,108784
"Westlake Chemcial Company (100%)",2012,81161
"WESTLAKE CHEMICAL CORP (100%)",2012,384964
"Phillips 66 Company (100%)",2012,827411
"Pfizer Inc. (100%)",2012,29482
"PHOSPHATE HOLDING CO, INC (100%)",2012,144322
"AGRIUM US INC (100%)",2012,28539
"3M Center (100%)",2011,60443
"3M Company (100%)",2011,1380760
"3M (100%)",2011,22182
"ABBOTT LABORATORIES (100%)",2011,75805
"Abbott Hospitals (100%)",2011,116626
"ADA Carbon Solutions, LLC (100%)",2011,62534
"HONEYWELL INTERNATIONAL, INC (100%)",2011,999354
"Gevo (100%)",2011,39011
"Agrifos Fertilizer L.L.C. (100%)",2011,12143
NA,2011,960402
"Agrium U.S., Inc (100%)",2011,108825
"AGRIUM US INC (100%)",2011,110766
"Air Liquide Large Industries US LP (100%)",2011,587606
"Air Liquide Large Industries U.S. LP (100%)",2011,384317
"Air Liquide Large Industries U.S. LP (100%)",2011,208188
"Air Liquide Large Industries U.S. LP (100%)",2011,389836
"Air Liquide America LP (100%)",2011,362954
"Air Liquide Large Industries US LP (100%)",2011,645335
"AIR PRODUCTS & CHEMICALS INC (100%)",2011,829917
"AIR PRODUCTS & CHEMICALS INC (100%)",2011,737875
NA,2011,51184
"AIR PRODUCTS & CHEMICALS INC (100%)",2011,300517
"AIR PRODUCTS & CHEMICALS INC (100%)",2011,756312
"AIR PRODUCTS & CHEMICALS INC (100%)",2011,258513
"Air Products and Chemicals, Inc (100%)",2011,208525
"AIR PRODUCTS & CHEMICALS INC (100%)",2011,930792
"AIR PRODUCTS & CHEMICALS INC (100%)",2011,45158
"AIR PRODUCTS & CHEMICALS INC (100%)",2011,470309
"AIR PRODUCTS & CHEMICALS INC (100%)",2011,616051
"AIR PRODUCTS & CHEMICALS INC (100%)",2011,678032
NA,2011,52614
"ALBEMARLE CORP (100%)",2011,28254
"Albemarle Corporation (100%)",2011,83870
"ALBEMARLE CORP (100%)",2011,90107
"Alcon Laboratories, Inc. (100%)",2011,30201
"Haverhill Chemicals, LLC (100%)",2011,39969
"ARKEMA INC (50%); NA INDUSTRIES, INC (50%)",2011,40100
"Chevron Phillips Chemical Company, LLC (50%); STYRON LLC (50%)",2011,622859
"AMGEN INC (100%)",2011,26252
"AMGEN INC (100%)",2011,28911
"MITSUI CHEMICALS AMERICA, INC. (100%)",2011,94327
"THE DOW CHEMICAL CO (100%)",2011,82204
"FREEPORT MCMORAN COPPER & GOLD (50%); SOUTHWEST ENERGY (50%)",2011,456451
"American Securities LLC (100%)",2011,71244
"Arkema Inc. (100%)",2011,90502
"Arkema Inc.  (100%)",2011,59618
"ARKEMA DELAWARE INC (100%)",2011,2839391
"Ascend Performance Materials LLC (100%)",2011,624389
"SID RICHARDSON CARBON & ENERGY CO (100%)",2011,363555
"HONEYWELL Resins & Chemicals LLC (100%)",2011,134270
"Air Liquide USA Inc (100%)",2011,63139
"Air Liquide Large Industries US LP (100%)",2011,493718
"AIR PRODUCTS & CHEMICALS INC (100%)",2011,226260
"AIR PRODUCTS & CHEMICALS INC (100%)",2011,109959
"AIR PRODUCTS & CHEMICALS INC (100%)",2011,638402
"Air Products and Chemicals, Inc. (100%)",2011,2282484
"AIR PRODUCTS & CHEMICALS INC (100%)",2011,23061
"Air Products and Chemicals, Inc. (100%)",2011,2698
"AIR PRODUCTS & CHEMICALS INC (100%)",2011,806956
"Air Products and Chemicals, Inc. (100%)",2011,93136
"Albemarle Corporation (100%)",2011,100780
"ALON USA LP (100%)",2011,70966
"USEC Inc. (100%)",2011,6612
"WESTERN REFINING INC (100%)",2011,45943
"Arkema Inc. (100%)",2011,14219
"Ascend Performance Materials LLC (100%)",2011,549771
"Ascend Performance Materials LLC (100%)",2011,11288440
"GEORGIA GULF CORP (100%)",2011,62103
"GEORGIA GULF CORP (100%)",2011,1310340
"B.Braun Medical US (100%)",2011,42366
"BASF Corporation (100%)",2011,54483
"BASF Corporation (100%)",2011,748810
"BASF Corporation (100%)",2011,104048
"BASF Corporation (100%)",2011,142755
"BASF Corporation (100%)",2011,88792
"BASF Corporation (100%)",2011,31419
"BASF CORPORATION (100%)",2011,52512
"BASF Corporation (100%)",2011,645499
"BASF CORP (100%)",2011,1709040
"BAXTER INTERNATIONAL INC (100%)",2011,6574
"BAYER GROUP (100%)",2011,36398
"Biogen Idec, Inc. (100%)",2011,33966
"BLUE ISLAND PHENOL LLC (100%)",2011,54403
"ConocoPhillips  (100%)",2011,714257
"BP America Inc (100%)",2011,101464
"BP AMERICA INC (100%)",2011,657910
"BP America Inc. (50%); Husky Energy Inc. (50%)",2011,7508
"BP AMERICA INC (100%)",2011,87777
"BRISTOL-MYERS SQUIBB CO (100%)",2011,58771
"BAYER GROUP (100%)",2011,379739
"Air Liquide Large Industries US LP (100%)",2011,1376444
"ORION ENGINEERED CARBONS LLC (100%)",2011,164769
"SID RICHARDSON CARBON & ENERGY CO (100%)",2011,352289
"ORION ENGINEERED CARBONS LLC (100%)",2011,186577
"SID RICHARDSON CARBON & ENERGY CO (100%)",2011,346121
"BRISTOL-MYERS SQUIBB CO   (100%)",2011,25891
"HESS CORP (100%)",2011,8976
"Cabot Corporation (100%)",2011,368852
"CABOT CORP (100%)",2011,285590
"CABOT CORP (100%)",2011,6664
"Norit Americas Inc. (100%)",2011,97015
"NORIT AMERICAS INC (100%)",2011,357002
"Calgon Carbon Corporation (100%)",2011,33815
"CALUMET LUBRICANTS CO LP (100%)",2011,22663
"CALUMET LUBRICANTS CO LP (100%)",2011,18980
"CALUMET LUBRICANTS CO LP (100%)",2011,61187
"CARESTREAM HEALTH INC (100%)",2011,34479
"Carus Corporation (100%)",2011,23290
"CF INDUSTRIES HOLDINGS INC (100%)",2011,6438067
"CF INDUSTRIES HOLDINGS INC (100%)",2011,2227132
"CF Industries, Inc. (100%)",2011,1376566
"LYONDELLBASELL (100%)",2011,1622556
"E I DU PONT DE NEMOURS & CO (100%)",2011,814767
"E I DU PONT DE NEMOURS & CO (100%)",2011,501502
"E. I. du Pont de Nemours & Co. (100%)",2011,724832
"E I DU PONT DE NEMOURS & CO (100%)",2011,61483
"E.I. du Pont de Nemours and Company (100%)",2011,6002940
"E I DU PONT DE NEMOURS & CO (100%)",2011,32285
"E I DU PONT DE NEMOURS & CO (100%)",2011,842837
"LSB Chemical Corporation (100%)",2011,439301
"MERCK & CO INC (100%)",2011,37222
"Chevron Phillips Chemical Company LP (100%)",2011,1366540
"Chevron Phillips Chemical Company LP (100%)",2011,43638
"Chevron Phillips Chemical Company LP (100%)",2011,610603
"Chevron Corporation (100%)",2011,1429031
"Chevron Corporation (100%)",2011,527762
"CHS INC (100%)",2011,207394
"NATIONAL COOPERATIVE REFINERY ASSOC (100%)",2011,244998
"sanofi aventis, Inc. (100%)",2011,35261
"Celanese Corporation (100%)",2011,414041
"CVR ENERGY INC (100%)",2011,1528734
"COLUMBIAN CHEMICALS CO (100%)",2011,109117
"Columbian Chemicals (100%)",2011,284055
"Continental Carbon Company (100%)",2011,173401
"CONTINENTAL CARBON CO (100%)",2011,256966
"CONTINENTAL CARBON CO (100%)",2011,150589
"MOTIVA ENTERPRISES LLC (100%)",2011,340591
"BAYER GROUP (100%)",2011,27773
"CSL BEHRING LLC (100%)",2011,36571
"CYTEC INDUSTRIES INC (100%)",2011,40333
"Montana Refining Company, Inc. (100%)",2011,13278
"The Mosaic Company (100%)",2011,47823
"E I DU PONT DE NEMOURS & CO (100%)",2011,30535
"E I DU PONT DE NEMOURS & CO (100%)",2011,152818
"E.I. duPont Nemours and Company (100%)",2011,115967
"E. I. duPont de Nemours and Company (100%)",2011,412788
"Chemtrade Logistics (100%)",2011,34760
"Chevron Corporation (100%)",2011,147252
"Chevron Corporation (highest-level company in the ownership hierarchy of the refining assets only, n (93.1%); Chevron Phillips Chemical Company LLC (6.9%)",2011,1116046
"Chevron Phillips Chemical Company, LP (100%)",2011,932049
"DYNO NOBEL INC (100%)",2011,386484
"Sd-Chemie Inc. (100%)",2011,33887
"COMPASS MINERALS (100%)",2011,2680
"CORNERSTONE CHEMICAL COMPANY (100%)",2011,318130
"SABIC Innovative Plastics Holding US LP (50%); Total Holdings USA, Inc. (50%)",2011,397015
"MILLENNIUM INORGANIC CHEMICALS, INC (100%)",2011,155269
"MILLENNIUM INORGANIC CHEMICALS, INC (100%)",2011,320313
"SHELL OIL CO (100%)",2011,34119
"Daikin America, Inc (100%)",2011,346778
"DELTECH ACQUISITION CORP (100%)",2011,83674
"THE DOW CHEMICAL CO (100%)",2011,57797
"THE DOW CHEMICAL CO (100%)",2011,49043
"CORNING INC (50%); THE DOW CHEMICAL CO (50%)",2011,128428
"THE DOW CHEMICAL CO (100%)",2011,5775635
"DSM HOLDING CO INC (100%)",2011,471831
"DSM Holding Co USA Inc. (100%)",2011,29003
"E I DU PONT DE NEMOURS & CO (100%)",2011,91464
"E I DU PONT DE NEMOURS & CO (100%)",2011,986381
"Dyno Nobel Inc. (100%)",2011,87672
"Dyno Nobel Incorporated (100%)",2011,396291
"Delaware City Refining Company (100%)",2011,83714
"Glencoe Capital  (100%)",2011,42523
"CORNING INC (50%); THE DOW CHEMICAL CO (50%)",2011,107214
"FMC CORP (100%)",2011,32833
"DYNO NOBEL INC (100%)",2011,204052
"E. I. DuPont de Nemours and Company (100%)",2011,20060
"BRISTOL-MYERS SQUIBB CO (100%)",2011,38860
"Rhodia Inc. (100%)",2011,32029
"EKA CHEMICALS INC (100%)",2011,32750
"LSB INDUSTRIES INC (100%)",2011,863278
"LSB INDUSTRIES INC (100%)",2011,171931
"ELEMENTIS Worldwide (100%)",2011,164367
"ELI LILLY & CO (100%)",2011,127581
"EMERALD PERFORMANCE MATERIALS LLC (100%)",2011,61557
"LYONDELLBASELL (100%)",2011,968729
"Lyondell Chemical Company (100%)",2011,126399
"LYONDELLBASELL (100%)",2011,338821
"LYONDELLBASELL (100%)",2011,510947
"LyondellBasell Industries (100%)",2011,1222736
"Erachem Comilog, Inc. (100%)",2011,30962
"Ergon, Inc.  (100%)",2011,54744
"Ergon, Inc. (100%)",2011,8661
"EVONIK GOLDSCHMIDT CORP (100%)",2011,82475
"EVONIK INDUSTRIES (100%)",2011,150384
"Evonik Goldschmidt Corporation (100%)",2011,55522
"J.M. Huber Corporation (100%)",2011,45477
"EVONIK STOCKHAUSEN, LLC (100%)",2011,26837
"Evonik Degussa Corporation (100%)",2011,108126
"EXXONMOBIL CORP (100%)",2011,53382
"Exxon Mobil Oil Corporation (100%)",2011,50628
"PPG INDUSTRIES INC (100%)",2011,811720
"PHH (8%); PPG INDUSTRIES INC (75%); RS CO GEN (17%)",2011,1494161
"RENTECH INC (60.8%); RENTECH NITROGEN PARTNERS LP (39.2%)",2011,740395
"Eastman Chemical Company (100%)",2011,1043695
"Eastman Chemical Company (100%)",2011,4715576
"EASTMAN CHEMICAL CO (100%)",2011,50641
"RHODIA INC (100%)",2011,30319
"EMERY OLEOCHEMICALS LLC (100%)",2011,265334
"Exxon Mobil Corporation (100%)",2011,116372
"Exxon Mobil Corporation (100%)",2011,26368
"E I DU PONT DE NEMOURS & CO (100%)",2011,187755
"Formosa Plastics Corporation, USA (100%)",2011,308260
"FORMOSA PLASTICS CORP USA (100%)",2011,3802343
"FRESENIUS MEDICAL CARE NORTH AMERICA (100%)",2011,53606
"Petrologistics (100%)",2011,527907
"KOCH INDUSTRIES INC (100%)",2011,97369
"Koch Industries, Inc. (100%)",2011,1188945
"Koch Industries, Inc. (100%)",2011,877246
"FUJIFILM HOLDINGS AMERICA CORP (100%)",2011,31437
"FUTUREFUEL CORP (100%)",2011,147648
"GENENTECH INC (100%)",2011,36363
"Geneva Nitrogen LLC (100%)",2011,85218
"GlaxoSmithKline LLC (100%)",2011,27034
"GOODYEAR TIRE & RUBBER CO (100%)",2011,31222
"W.R. Grace & Co. - Conn. (100%)",2011,98125
"W.R. Grace & Co.-Conn. (100%)",2011,135299
NA,2011,27156
"CHEMTURA CORP (100%)",2011,47817
NA,2011,51651
"INEOS USA LLC (100%)",2011,278115
"GREEN VALLEY CHEMICAL CORP (100%)",2011,30836
"Smith Beecham Corporation (100%)",2011,6405
"GlaxoSmithKline (100%)",2011,24421
"BASIN ELECTRIC (100%)",2011,3042548
"ASHLAND INC (100%)",2011,85354
"MOMENTIVE PERFORMANCE MATERIALS HOLDINGS LLC (100%)",2011,53197
"HOLLYFRONTIER CORP (100%)",2011,237586
"HONEYWELL INTERNATIONAL, INC (100%)",2011,43617
"HONEYWELL INTERNATIONAL, INC (100%)",2011,39003
"HONEYWELL INTERNATIONAL, INC (100%)",2011,3049253
"HONEYWELL INTERNATIONAL, INC (100%)",2011,700540
"HUNT CONSOLIDATED, INC (100%)",2011,225712
"Huntsman Petrochemical LLC (100%)",2011,57652
"Huntsman International LLC (100%)",2011,1195637
"HollyFrontier Corporation (100%)",2011,36368
"ICL-PPLP (ICL Performance Products LP) (100%)",2011,49915
"Chevron Corporation (100%)",2011,6397
"INTERNATIONAL FLAVORS & FRAGRANCES INC (100%)",2011,28802
"Occidental Petrolem Corporation (100%)",2011,121064
"GEORGIA GULF CORP (100%)",2011,65070
"INEOS USA LLC (100%)",2011,2257391
"Styrolution America, LLC (100%)",2011,263086
"Styrolution America, LLC (100%)",2011,67315
"INEOS USA LLC (100%)",2011,136954
"MEADWESTVACO CORP (100%)",2011,22094
"MEADWESTVACO CORP (100%)",2011,50429
"MEADWESTVACO CORP (100%)",2011,66154
"KOCH INDUSTRIES INC (100%)",2011,163971
"KOCH INDUSTRIES INC (100%)",2011,505183
"KOCH INDUSTRIES INC (100%)",2011,1460464
"ISP CHEMCO LLC (100%)",2011,97470
"ASHLAND INC (100%)",2011,126369
"ASHLAND INC (100%)",2011,30157
"BP America Inc (100%)",2011,236670
"JR SIMPLOT CO (100%)",2011,21747
"J.R. Simplot Company (100%)",2011,123257
"JX Nippon Chemical Texas Inc (100%)",2011,44077
"Kaneka Nutrients LP (100%)",2011,1575
"KMCO, L.P. (100%)",2011,36606
"KMG CHEMICALS INC (100%)",2011,1388
"KMCO, LLC (100%)",2011,24796
"Koch Industries, Inc (100%)",2011,1918016
"KOCH INDUSTRIES INC (100%)",2011,572513
"KOCH INDUSTRIES INC (100%)",2011,524528
"ARIZONA CHEMICAL CO LLC (100%)",2011,26394
"KOCH INDUSTRIES INC (100%)",2011,671285
"KOPPERS INC (100%)",2011,26020
"KOPPERS INC (100%)",2011,36643
"Lanxess Corporation (100%)",2011,151126
"Lyondell Chemical Company (100%)",2011,77213
"ELI LILLY & CO (100%)",2011,24288
"Linde Gas North America, LLC (100%)",2011,590433
"Linde Gas North America, LLC (100%)",2011,96314
"Linde Gas North America, LLC (100%)",2011,1127305
"Linde Gas North America, LLC (100%)",2011,372907
"Linde Gas North America, LLC (100%)",2011,96777
"Linde Gas North America, LLC (100%)",2011,146479
"LINDE GAS NORTH AMERICA, LLC (100%)",2011,55846
"Linde Gas North America LLC (100%)",2011,672605
"DELEK US HOLDINGS INC (100%)",2011,50764
"KRONOS Louisiana, Inc. (50%); Tioxide Americas LLC (50%)",2011,267996
"BERKSHIRE HATHAWAY (100%)",2011,30358
"BERKSHIRE HATHAWAY (100%)",2011,31770
"BERKSHIRE HATHAWAY (100%)",2011,104141
"LUCITE INTERNATIONAL INC (100%)",2011,63705
"LYONDELLBASELL (100%)",2011,239932
"LaPorte Methanol Company (100%)",2011,18888
"PDV HOLDING INC (100%)",2011,57238
"LINDE GAS NORTH AMERICA, LLC (100%)",2011,139317
"MALLINCKRODT INC (100%)",2011,42331
"MARTIN MIDSTREAM PARTNERS LP (100%)",2011,16609
"Merck Sharp & Dohme Corp (100%)",2011,52617
"MERCK & CO INC (100%)",2011,100877
"Mexichem Fluor Inc. (100%)",2011,162345
"Phosphate Holdings Inc (100%)",2011,74553
"MONSANTO CO (100%)",2011,97509
"Monsanto Company (100%)",2011,95899
"Monument Chemical Inc. (100%)",2011,64821
"MORTON SALT INC (100%)",2011,157760
"MOMENTIVE PERFORMANCE MATERIALS HOLDINGS LLC (100%)",2011,32248
"MERCK & CO INC (100%)",2011,264272
"LONZA (100%)",2011,54827
"The Mosaic Company (100%)",2011,136823
"The Mosaic Company (100%)",2011,45737
"CF INDUSTRIES HOLDINGS INC (100%)",2011,157067
"THE MOSAIC CO (100%)",2011,8566
"The Mosaic Company (100%)",2011,282647
"The Mosaic Company (100%)",2011,94970
"The Mosaic Company (100%)",2011,425
"The Mosaic Company (100%)",2011,128638
"HOLLYFRONTIER CORP (100%)",2011,141847
"WILLIAMS OLEFINS LLC (100%)",2011,592752
"NOVARTIS PHARMACEUTICALS CORP (100%)",2011,29790
"Natural Soda (100%)",2011,25987
"NA Industries, Inc. (100%)",2011,43465
"Motiva Enterprises, LLC (50%); Shell Petroleum Inc. (Shell Chemical LP - Norco, LA)  (50%)",2011,201465
"ABBOTT LABORATORIES (100%)",2011,84209
"OCCIDENTAL PETROLEUM CORP (100%)",2011,72972
"OCCIDENTAL PETROLEUM CORP (100%)",2011,152115
"OCCIDENTAL PETROLEUM CORP (100%)",2011,45734
"OCCIDENTAL PETROLEUM CORP (100%)",2011,1424420
"OCCIDENTAL PETROLEUM CORP (100%)",2011,23037
"ONEOK Partners, L.P. (100%)",2011,34127
"OCCIDENTAL PETROLEUM CORP (100%)",2011,100218
"OCCIDENTAL PETROLEUM CORP (100%)",2011,1175727
"Occidental Petroleum Corporation (100%)",2011,132298
"OLIN CORP (100%)",2011,26038
"ORION ENGINEERED CARBONS LLC (100%)",2011,174753
"ORION ENGINEERED CARBONS LLC (100%)",2011,260849
"MONSANTO CO (100%)",2011,445845
"US ENRICHMENT CORP (100%)",2011,77159
"CABOT CORP (100%)",2011,89425
"PCS NITROGEN FERTILIZER LP (100%)",2011,1264697
"Potash Holding Company, Inc. (100%)",2011,1899221
"PCS Nitrogen Ohio, L.P. (100%)",2011,1461403
"POTASH HOLDING CO, INC (100%)",2011,401268
"ASRC (100%)",2011,16785
"PFIZER, INC (100%)",2011,135654
"CONOCO PHILLIPS (100%)",2011,263020
"PMC GROUP (100%)",2011,88157
"Fostoria Ethanol LLC (100%)",2011,92495
"PQ CORP (100%)",2011,16307
"PQ CORP (100%)",2011,25025
"PQ CORP (100%)",2011,17165
"PQ CORP (100%)",2011,14633
"PQ CORP (100%)",2011,13141
"PQ CORP (100%)",2011,16947
"Praxair, Inc. (100%)",2011,113644
"Praxair, Inc. (100%)",2011,562748
"PRAXAIR INC (100%)",2011,43391
"Praxair, Inc (100%)",2011,593885
"Praxair, Inc. (100%)",2011,39471
"Praxair, Inc. (100%)",2011,411216
"Praxair, Inc. (100%)",2011,1058431
"LSB INDUSTRIES INC (100%)",2011,317761
"Enterprise Products Operating, LLC (100%)",2011,35573
"DSM PHARMACEUTICALS PRODUCT (100%)",2011,35495
"PBF Energy (100%)",2011,34556
"PFIZER, INC (100%)",2011,107164
"PFIZER, INC (100%)",2011,51990
"CONOCO PHILLIPS (100%)",2011,137772
"ConocoPhillips Company (100%)",2011,180549
"ConocoPhillips Company (100%)",2011,551756
"ConocoPhillips (100%)",2011,153869
"Praxair, Inc. (100%)",2011,40868
"PRAXAIR INC (100%)",2011,26821
"Praxair, Inc. (100%)",2011,762684
"Praxair, Inc (100%)",2011,452160
"The Procter & Gamble Company (81.3%); DUKE ENERGY CORP (18.7%)",2011,277513
"TESORO CORP (100%)",2011,120000
"THE DOW CHEMICAL CO (100%)",2011,362325
"Rubicon LLC (100%)",2011,59227
"Rousselot, Inc. (100%)",2011,39834
"ConocoPhillips (100%)",2011,203323
"SAN JOAQUIN REFINING COMPANY, INC. (100%)",2011,15960
